Population,Per Capita Income,Average Rent,City,Median Household Income
7313.0,28046.0,785.0,MOUNT SHASTA,44692.0
462.0,17778.0,359.0,MOUNT SHERMAN,50761.0
2055.0,33581.0,234.0,MOUNT SIDNEY,56667.0
11887.0,45892.0,1819.0,MOUNT SINAI,104110.0
2394.0,22364.0,397.0,MOUNT SOLON,43160.0
31767.0,22177.2,456.7,MOUNT STERLING,48642.8
1019.0,17894.0,,MOUNT STORM,46250.0
156.0,21882.0,331.0,MOUNT SUMMIT,49375.0
918.0,47136.0,,MOUNT TABOR,120647.0
873.0,43244.0,530.0,MOUNT TREMPER,53594.0
2536.0,28210.0,436.0,MOUNT ULLA,48750.0
5414.0,27625.0,403.0,MOUNT UNION,53886.0
1637.0,19507.0,486.0,MOUNT UPTON,36875.0
222438.0,24171.1,598.6,MOUNT VERNON,48018.1
2164.0,16223.0,396.0,MOUNT VICTORY,52727.0
1020.0,23337.0,551.0,MOUNT VISION,40083.0
18708.0,27351.0,585.0,MOUNT WASHINGTON,62323.0
6481.0,26010.0,650.0,MOUNT WOLF,61559.0
439.0,12074.0,339.0,MOUNT ZION,13854.0
1328.0,22005.0,481.0,MOUNTAIN,35113.5
1509.0,47892.0,782.0,MOUNTAIN CENTER,82344.0
14455.0,14987.5,387.0,MOUNTAIN CITY,24814.0
726.0,31516.0,721.0,MOUNTAIN DALE,60368.0
10178.0,15358.0,370.0,MOUNTAIN GROVE,29063.0
50290.0,25610.0,620.0,MOUNTAIN HOME,47217.5
3273.0,13869.0,932.0,MOUNTAIN HOME A F B,34375.0
2913.0,28596.0,493.0,MOUNTAIN IRON,54410.0
3022.0,21102.0,396.0,MOUNTAIN LAKE,45000.0
4218.0,79182.0,1913.0,MOUNTAIN LAKES,166944.0
604.0,16458.0,233.0,MOUNTAIN PARK,25735.0
2169.0,12364.0,358.0,MOUNTAIN PINE,29583.0
1207.0,29646.0,,MOUNTAIN RANCH,47379.0
1765.0,22133.0,334.0,MOUNTAIN REST,46371.0
15939.0,34007.0,491.0,MOUNTAIN TOP,75613.0
99886.0,33880.8,823.5,MOUNTAIN VIEW,61179.2
760.0,10898.0,335.0,MOUNTAIN VILLAGE,48036.0
1947.0,17545.0,365.0,MOUNTAINAIR,24250.0
3359.0,19373.0,414.0,MOUNTAINBURG,37151.0
382.0,34203.0,,MOUNTAINHOME,46806.0
6763.0,65467.0,1542.0,MOUNTAINSIDE,129306.0
162.0,44556.0,,MOUNTAINVILLE,80714.0
20195.0,28475.0,957.0,MOUNTLAKE TERRACE,58865.0
8451.0,23853.0,593.5,MOUNTVILLE,42585.0
1319.0,14458.0,286.0,MOUSIE,24063.0
1241.0,16910.0,307.0,MOUTH OF WILSON,32083.0
711.0,15352.0,173.0,MOUTHCARD,26378.0
2477.0,27946.0,414.0,MOVILLE,58681.0
2801.0,29025.0,459.0,MOWEAQUA,54397.0
251.0,18600.0,432.0,MOWRYSTOWN,38125.0
83.0,24983.0,,MOXAHALA,
5826.0,20220.0,700.0,MOXEE,57841.0
502.0,19749.0,331.0,MOYERS,43571.0
1588.0,17907.0,506.0,MOYIE SPRINGS,34145.0
9800.0,23837.0,741.0,MOYOCK,59888.0
596.0,16450.0,,MOZELLE,23182.0
11.0,,,MOZIER,
363.0,39879.0,1275.0,MT BALDY,61094.0
6101.0,30102.0,499.0,MT ZION,64313.0
215.0,15813.0,,MUD BUTTE,24327.0
74.0,25386.0,193.0,MUDDY,40625.0
3092.0,31287.0,508.0,MUENSTER,62054.0
1552.0,23236.5,434.0,MUIR,40007.5
20457.0,44096.0,1154.0,MUKILTEO,93717.0
19271.0,35282.0,759.0,MUKWONAGO,78876.0
31233.0,21641.0,485.0,MULBERRY,42003.0
1722.0,19963.0,463.0,MULBERRY GROVE,42723.0
392.0,26415.0,,MULDOON,58523.0
1100.0,13914.0,494.0,MULDRAUGH,28676.0
12616.0,18150.0,404.0,MULDROW,36061.0
51.0,18927.0,,MULE CREEK,
7338.0,19781.0,446.0,MULESHOE,46406.0
3239.0,24471.0,489.0,MULGA,50063.0
663.0,26745.0,450.0,MULHALL,52898.0
3246.0,24874.0,888.0,MULINO,61279.0
1686.0,24904.0,410.0,MULKEYTOWN,59688.0
652.0,24214.0,494.0,MULLAN,39350.0
843.0,21995.0,452.0,MULLEN,40871.0
2702.0,21040.0,277.0,MULLENS,35208.0
15762.0,43169.0,788.0,MULLICA HILL,116964.0
1606.0,23552.0,580.0,MULLIKEN,50625.0
689.0,21887.0,,MULLIN,47917.0
11797.0,16291.0,329.0,MULLINS,28750.0
362.0,22713.0,375.0,MULLINVILLE,48906.0
7843.0,31189.0,464.0,MULVANE,67302.0
462.0,21836.0,,MUMFORD,55221.0
94059.0,16528.5,489.8,MUNCIE,32778.4
12220.0,23331.0,510.0,MUNCY,49313.0
912.0,23449.0,655.0,MUNCY VALLEY,40625.0
1680.0,18551.0,259.0,MUNDAY,34250.0
37586.0,34078.0,971.0,MUNDELEIN,80069.0
299.0,18410.0,511.0,MUNDEN,27604.0
689.0,19581.0,,MUNDS PARK,26719.0
13885.0,21943.0,573.0,MUNFORD,49672.5
6032.0,15111.0,323.0,MUNFORDVILLE,26807.0
1404.0,27872.0,458.0,MUNGER,61000.0
480.0,37846.0,338.0,MUNICH,56500.0
4795.0,19792.0,457.0,MUNISING,38659.0
2242.0,26139.0,574.0,MUNITH,56993.0
2801.0,22536.0,461.0,MUNNSVILLE,56008.0
4981.0,35059.0,582.0,MUNROE FALLS,64628.0
335.0,27568.0,,MUNSON,78348.0
23445.0,37099.0,823.0,MUNSTER,72583.0
3534.0,20412.0,543.0,MURCHISON,41288.0
615.0,20634.0,316.0,MURDO,37386.0
2155.0,26013.8,508.0,MURDOCK,53370.0
168951.0,21252.6,606.5,MURFREESBORO,50451.5
19114.0,23491.0,394.5,MURPHY,37078.5
4599.0,33798.0,922.0,MURPHYS,47479.0
15876.0,21171.0,440.0,MURPHYSBORO,37526.0
31532.0,21206.8,482.0,MURRAY,50032.0
462.0,18504.0,428.0,MURRAY CITY,45250.0
5107.0,23802.5,515.0,MURRAYVILLE,57347.0
25174.0,33966.0,795.0,MURRELLS INLET,45905.0
118322.0,28449.0,1395.0,MURRIETA,76966.5
13579.0,46390.0,631.0,MURRYSVILLE,92681.0
994.0,19909.0,431.0,MURTAUGH,42614.0
1159.0,20631.0,402.0,MUSCADINE,35703.0
30409.0,25376.0,548.0,MUSCATINE,48980.0
17926.0,23430.0,451.0,MUSCLE SHOALS,48865.0
3082.0,22213.0,437.0,MUSCODA,41182.0
398.0,20186.0,318.0,MUSCOTAH,51818.0
893.0,19114.0,315.5,MUSE,32464.5
1042.0,27383.0,,MUSELLA,31250.0
25048.0,37392.0,844.0,MUSKEGO,85764.0
127513.0,20149.0,514.6,MUSKEGON,35690.0
49043.0,19253.5,464.0,MUSKOGEE,35909.0
154.0,26959.0,325.0,MUSSELSHELL,49688.0
21415.0,28522.0,751.0,MUSTANG,66659.0
393.0,26452.0,343.0,MUTUAL,48182.0
5819.0,25302.0,635.0,MYAKKA CITY,63304.0
455.0,17965.0,,MYERS FLAT,31107.0
14551.0,26435.0,590.0,MYERSTOWN,53860.0
5466.0,37073.0,800.0,MYERSVILLE,90769.0
49.0,40249.0,,MYLO,57500.0
218.0,24407.0,205.0,MYRA,41250.0
4368.0,16920.5,401.0,MYRTLE,30208.5
120561.0,28884.8,723.6,MYRTLE BEACH,45355.4
9710.0,19604.0,582.0,MYRTLE CREEK,39728.0
4184.0,27149.0,568.0,MYRTLE POINT,30711.0
253.0,21762.0,,MYRTLEWOOD,58750.0
13242.0,32922.5,777.0,MYSTIC,58694.5
1246.0,23109.0,662.0,MYTON,50192.0
2298.0,23329.0,816.0,NAALEHU,29250.0
864.0,26991.0,575.0,NABB,37500.0
3879.0,35688.0,750.0,NACHES,46429.0
146.0,27495.0,,NACHUSA,72639.0
1067.0,8914.0,392.0,NACO,37917.0
56754.0,16077.2,538.3,NACOGDOCHES,34963.7
174.0,16859.0,,NADA,63462.0
114.0,22803.0,,NADEAU,70417.0
661.0,14256.0,1036.0,NAGEEZI,26667.0
2802.0,36914.0,979.0,NAGS HEAD,52355.0
26767.0,9038.0,347.0,NAGUABO,17123.0
3432.0,45464.0,1089.0,NAHANT,66964.0
63.0,18189.0,,NAHMA,34063.0
5213.0,16203.0,347.0,NAHUNTA,31321.0
1865.0,24332.0,280.0,NAKINA,55417.0
600.0,33606.0,746.0,NAKNEK,79250.0
465.0,21613.0,413.0,NALCREST,24904.0
154.0,25823.0,,NALLEN,17353.0
105517.0,17698.7,627.7,NAMPA,42068.7
5971.0,23201.0,419.0,NANCY,35982.0
2557.0,32845.0,513.0,NANJEMOY,85069.0
14218.0,21483.0,457.0,NANTICOKE,46235.0
9843.0,47658.0,1443.0,NANTUCKET,85835.0
4048.0,21455.0,349.0,NANTY GLO,40362.0
23550.0,40726.0,1384.0,NANUET,91302.0
1153.0,14644.0,368.0,NAOMA,40370.0
93991.0,32825.0,1215.0,NAPA,64590.5
364.0,9745.0,121.0,NAPAKIAK,31875.0
3730.0,19659.0,937.0,NAPANOCH,52442.0
617.0,26530.0,850.0,NAPAVINE,67500.0
303.0,26395.0,222.0,NAPER,57500.0
161882.0,45515.2,1246.0,NAPERVILLE,108816.0
365.0,14068.0,,NAPIER,24708.0
296255.0,37546.1,867.4,NAPLES,55584.8
16724.0,23520.4,531.0,NAPOLEON,51682.2
7360.0,20985.0,433.0,NAPOLEONVILLE,45774.0
216.0,35727.0,,NAPONEE,49583.0
12608.0,19108.0,491.0,NAPPANEE,49720.0
122.0,22349.0,,NARA VISA,41389.0
30793.0,8819.0,336.0,NARANJITO,16672.0
9129.0,70532.0,1093.0,NARBERTH,107959.0
276.0,20773.0,,NARDIN,29250.0
167.0,23331.0,263.0,NARKA,37000.0
13966.0,41702.0,972.0,NARRAGANSETT,64852.0
4236.0,20317.0,436.0,NARROWS,42623.0
1688.0,29466.0,667.0,NARROWSBURG,52604.0
7525.0,24729.0,614.0,NARVON,66829.0
1422.0,22383.0,627.0,NASELLE,47813.0
3507.0,23133.5,640.0,NASH,39808.5
513.0,17145.0,130.0,NASHOBA,28636.0
3500.0,46310.0,884.0,NASHOTAH,83942.0
6374.0,23722.0,467.0,NASHPORT,51648.0
90183.0,28920.9,767.3,NASHUA,59295.6
489789.0,27356.1,686.7,NASHVILLE,47258.7
2534.0,23453.0,642.0,NASHWAUK,44958.0
5502.0,33450.0,614.0,NASSAU,65458.0
937.0,30607.0,536.0,NASSAWADOX,46442.0
52.0,14313.0,,NATALBANY,
5301.0,20328.0,399.0,NATALIA,51652.0
33403.0,20739.0,377.0,NATCHEZ,30838.0
27634.0,21112.0,446.0,NATCHITOCHES,31515.0
4945.0,19319.0,344.0,NATHALIE,37514.0
923.0,36943.0,,NATHROP,61375.0
33353.0,50239.0,1154.0,NATICK,95328.0
62490.0,18013.0,703.5,NATIONAL CITY,36136.5
3120.0,25257.0,938.0,NATIONAL PARK,61875.0
474.0,22212.0,270.0,NATOMA,42778.0
0.0,,,NATRONA,
11723.0,23488.0,533.0,NATRONA HEIGHTS,45246.0
2292.0,21855.3,553.0,NATURAL BRIDGE,32631.0
1266.0,21008.0,826.0,NATURAL BRIDGE STATION,39719.0
384.0,8512.0,430.0,NATURAL DAM,16707.0
520.0,23059.0,429.0,NATURITA,41518.0
549.0,26882.0,535.0,NAUBINWAY,39417.0
31887.0,28772.0,809.0,NAUGATUCK,58937.0
7067.0,22178.0,506.0,NAUVOO,34835.0
3461.0,9459.0,210.0,NAVAJO,27993.0
241.0,23706.0,,NAVAJO DAM,27083.0
1964.0,12238.0,1000.0,NAVAL AIR STATION/ JRB,173500.0
68.0,23674.0,,NAVAL ANACOST ANNEX,
44834.0,25790.5,732.5,NAVARRE,54639.0
0.0,,,NAVARRO,
14262.0,16610.0,427.0,NAVASOTA,41000.0
3721.0,17234.5,294.0,NAYLOR,43304.0
567.0,14001.0,113.0,NAYTAHWAUSH,30500.0
25492.0,21506.2,501.0,NAZARETH,50333.0
883.0,9795.0,99.0,NAZLINI,18125.0
1473.0,17468.0,307.0,NEAH BAY,31607.0
79.0,11047.0,,NEAL,44000.0
378.0,22390.0,,NEAPOLIS,49500.0
144.0,118366.0,,NEAVITT,66282.0
10554.0,18632.0,380.0,NEBO,38998.5
8817.0,24114.0,486.0,NEBRASKA CITY,47764.0
3911.0,19817.0,540.0,NECEDAH,44000.0
484.0,26788.0,375.0,NECHE,49271.0
161.0,25557.0,,NECHES,39911.0
218.0,17758.0,,NECK CITY,59375.0
24605.0,37460.0,660.5,NEDERLAND,63674.0
2189.0,22147.0,545.0,NEDROW,50417.0
20958.0,38186.0,676.0,NEEDHAM,88771.0
9109.0,56326.0,1484.0,NEEDHAM HEIGHTS,104543.0
5242.0,17854.0,467.0,NEEDLES,30077.0
1463.0,23626.0,508.0,NEEDMORE,48594.0
9695.0,26548.0,559.0,NEEDVILLE,59220.0
409.0,12589.0,,NEELY,31827.0
204.0,22611.0,,NEELYTON,59219.0
1071.0,13931.0,291.0,NEELYVILLE,26468.0
43355.0,31644.0,593.0,NEENAH,60210.0
2923.0,19841.0,336.0,NEESES,39241.0
451.0,21772.0,,NEFFS,50650.0
7966.0,24777.0,444.0,NEGAUNEE,52058.0
1630.0,30360.0,445.0,NEGLEY,55625.0
2719.0,22222.0,658.0,NEHALEM,43254.0
524.0,29603.0,409.0,NEHAWKA,67396.0
69.0,26845.0,,NEIHART,38750.0
6173.0,22836.0,471.0,NEILLSVILLE,42351.0
117.0,54212.5,,NEKOMA,96913.0
8490.0,24728.0,470.0,NEKOOSA,47982.0
2003.0,25381.0,350.0,NELIGH,43750.0
402.0,21885.0,200.0,NELLIS,53173.0
763.0,21582.0,,NELLIS AFB,30278.0
274.0,21258.0,408.0,NELLISTON,22813.0
1473.0,45926.0,791.0,NELLYSFORD,62596.0
4780.0,23690.1,492.5,NELSON,46906.6
160.0,12737.0,,NELSONIA,12159.0
9196.0,18118.5,445.0,NELSONVILLE,43545.5
719.0,19033.0,355.0,NEMACOLIN,21266.0
453.0,28239.5,238.0,NEMAHA,42833.5
1371.0,24205.0,,NEMO,68530.5
262.0,20794.0,247.0,NEMOURS,43036.0
908.0,30763.0,583.0,NENANA,61150.0
156.0,19503.0,,NENZEL,63681.0
3429.0,18406.0,380.0,NEODESHA,37316.0
3158.0,23571.0,363.0,NEOGA,45329.0
2693.0,31147.5,533.0,NEOLA,76222.0
1556.0,13750.0,359.0,NEON,27212.0
832.0,10647.0,305.0,NEOPIT,22847.0
25499.0,24584.0,498.5,NEOSHO,52146.0
283.0,13660.0,231.0,NEOSHO FALLS,28750.0
486.0,24926.0,288.0,NEOSHO RAPIDS,53000.0
846.0,23859.0,1026.0,NEOTSU,42358.0
5724.0,17793.0,627.0,NEPHI,55157.0
753.0,36727.0,406.0,NEPONSET,48393.0
37041.0,32416.0,1203.0,NEPTUNE,61067.0
6702.0,50582.0,993.0,NEPTUNE BEACH,67045.0
109.0,8882.0,,NERINX,
1010.0,29766.0,856.0,NERSTRAND,71023.0
7251.0,27064.0,299.0,NESBIT,65861.0
15341.0,39017.0,1347.0,NESCONSET,109204.0
4049.0,23664.0,469.0,NESCOPECK,45651.0
5542.0,49686.0,1125.0,NESHANIC STATION,122500.0
2596.0,25239.0,522.0,NESHKORO,44464.0
361.0,29185.0,,NESKOWIN,50347.0
1250.0,12610.0,268.0,NESMITH,19182.0
1001.0,12101.0,353.0,NESPELEM,25435.0
3835.0,23673.0,586.0,NESQUEHONING,39641.0
1693.0,28695.0,332.0,NESS CITY,51196.0
280.0,23840.0,425.0,NETAWAKA,57679.0
3303.0,30293.0,985.0,NETCONG,51398.0
75.0,15700.0,1013.0,NETT LAKE,30000.0
1443.0,25543.0,,NETTIE,46042.0
7392.0,18655.0,354.0,NETTLETON,38586.0
28813.0,24392.0,559.2,NEVADA,53667.0
17668.0,35125.0,989.0,NEVADA CITY,63132.0
806.0,29225.0,,NEVERSINK,57188.0
119.0,17056.0,543.0,NEVILLE,23125.0
2383.0,26775.0,628.0,NEVIS,46029.0
86750.0,31197.0,598.2,NEW ALBANY,58185.5
1075.0,26996.0,279.0,NEW ALBIN,49840.0
3152.0,33368.0,448.0,NEW ALEXANDRIA,56200.0
3410.0,29058.0,491.0,NEW ATHENS,61535.0
4061.0,18510.0,419.0,NEW AUBURN,41187.5
1563.0,13634.0,208.0,NEW AUGUSTA,32292.0
4566.0,27528.0,596.0,NEW BADEN,65563.0
57074.0,33580.3,719.5,NEW BALTIMORE,82912.7
608.0,23415.0,,NEW BAVARIA,53636.0
94978.0,19477.2,631.8,NEW BEDFORD,41564.0
47960.0,30452.8,671.2,NEW BERLIN,63817.8
498.0,33526.0,,NEW BERLINVILLE,57765.0
65077.0,26256.5,603.0,NEW BERN,48822.0
4644.0,22287.0,372.0,NEW BETHLEHEM,40385.0
549.0,21061.0,,NEW BLAINE,48167.0
8506.0,22690.5,477.0,NEW BLOOMFIELD,58304.5
1113.0,31211.0,716.0,NEW BLOOMINGTON,58674.0
27050.0,28631.6,573.0,NEW BOSTON,67290.2
1053.0,30961.0,767.0,NEW BRAINTREE,82569.0
81663.0,31373.5,733.0,NEW BRAUNFELS,68794.5
4496.0,28477.0,470.0,NEW BREMEN,63750.0
12916.0,22946.0,422.0,NEW BRIGHTON,43194.0
73123.0,22543.3,762.0,NEW BRITAIN,43851.0
4087.0,18092.0,287.0,NEW BROCKTON,38359.0
55476.0,14614.0,1187.0,NEW BRUNSWICK,39901.0
3925.0,30196.0,657.0,NEW BUFFALO,46998.0
312.0,18906.0,219.0,NEW BURNSIDE,30104.0
1297.0,20892.0,403.5,NEW CAMBRIA,46432.5
19938.0,97498.0,1635.0,NEW CANAAN,161848.0
19992.0,21485.0,550.0,NEW CANEY,48979.0
2201.0,22740.5,384.0,NEW CANTON,36013.5
24103.0,24058.5,547.0,NEW CARLISLE,51893.0
157918.0,29502.1,680.3,NEW CASTLE,52844.9
456.0,14335.0,,NEW CENTURY,
1687.0,21759.0,479.0,NEW CHURCH,45176.0
30909.0,46934.0,1284.0,NEW CITY,119764.0
3627.0,25772.0,475.0,NEW COLUMBIA,54261.0
6890.0,20959.0,382.0,NEW CONCORD,38168.5
1895.0,16045.0,417.0,NEW CREEK,47955.0
22409.0,26340.0,554.0,NEW CUMBERLAND,51959.5
611.0,16720.0,665.0,NEW CUYAMA,37679.0
268.0,18856.0,813.0,NEW DEAL,41488.0
841.0,17944.0,,NEW DERRY,40139.0
1165.0,24322.0,439.0,NEW DOUGLAS,58750.0
2644.0,34092.0,748.0,NEW DURHAM,78472.0
2367.0,21936.0,499.0,NEW EAGLE,37863.0
797.0,20199.0,,NEW EDINBURG,43935.0
440.0,34864.0,204.0,NEW EFFINGTON,39750.0
6789.0,30981.0,933.0,NEW EGYPT,85301.0
2354.0,17682.0,503.0,NEW ELLENTON,34705.0
1156.0,26557.0,345.0,NEW ENGLAND,49375.0
1955.0,22225.0,455.0,NEW ENTERPRISE,54844.0
2599.0,21335.0,510.0,NEW ERA,47179.0
14010.0,42261.0,1308.0,NEW FAIRFIELD,103100.0
5567.0,23756.0,445.0,NEW FLORENCE,42805.0
4123.0,29538.0,679.0,NEW FRANKEN,68667.0
1982.0,21200.0,347.0,NEW FRANKLIN,39125.0
7280.0,34293.0,712.0,NEW FREEDOM,77350.0
847.0,19302.0,292.0,NEW FREEPORT,35125.0
1977.0,28282.0,450.0,NEW GALILEE,41827.0
126.0,20690.0,,NEW GENEVA,40000.0
107.0,19948.0,,NEW GERMANTOWN,27344.0
980.0,30370.0,909.0,NEW GERMANY,58750.0
3830.0,33446.0,677.0,NEW GLARUS,71591.0
5556.0,24963.0,579.0,NEW GLOUCESTER,58938.0
240.0,18013.0,,NEW GOSHEN,62875.0
669.0,24342.0,432.0,NEW GRETNA,62798.0
92.0,13745.0,,NEW HAMPSHIRE,34231.0
11539.0,25509.0,616.0,NEW HAMPTON,64654.5
718.0,35712.0,,NEW HARBOR,50682.0
2706.0,28802.5,588.0,NEW HARMONY,54910.5
23544.0,34928.0,622.0,NEW HARTFORD,71743.7
169949.0,24737.6,694.0,NEW HAVEN,43613.7
1722.0,29726.0,558.0,NEW HILL,59543.0
16098.0,23176.2,566.7,NEW HOLLAND,52737.0
5229.0,23393.0,524.0,NEW HOLSTEIN,44625.0
19780.0,32546.7,746.3,NEW HOPE,56476.0
5886.0,29372.0,933.0,NEW HUDSON,57339.0
40775.0,28290.0,1311.0,NEW HYDE PARK,101434.0
61121.0,26526.0,507.5,NEW IBERIA,51435.5
5112.0,33886.0,802.0,NEW IPSWICH,81088.0
2882.0,25955.0,440.0,NEW JOHNSONVILLE,53036.0
38292.0,24866.0,479.0,NEW KENSINGTON,44778.0
3436.0,27519.0,663.0,NEW KENT,69974.0
180.0,50247.0,,NEW KINGSTON,73933.0
209.0,36112.0,,NEW KINGSTOWN,80694.0
1830.0,27211.0,655.0,NEW KNOXVILLE,59412.0
495.0,16203.0,,NEW LAGUNA,31667.0
7571.0,24227.5,615.5,NEW LEBANON,46907.0
370.0,28903.0,300.0,NEW LEIPZIG,39318.0
34516.0,33897.0,844.0,NEW LENOX,91980.0
8327.0,18388.0,434.0,NEW LEXINGTON,37334.0
359.0,35249.0,,NEW LIBERTY,71875.0
447.0,26898.0,538.0,NEW LIMERICK,39250.0
5728.0,21029.0,502.0,NEW LISBON,57703.5
2568.0,21612.0,478.0,NEW LLANO,40318.0
72868.0,24134.0,557.7,NEW LONDON,51143.4
2331.0,22695.0,509.0,NEW LOTHROP,55104.0
2249.0,20463.0,446.0,NEW MADISON,53929.0
3789.0,26192.0,333.0,NEW MADRID,34293.0
195.0,26465.0,,NEW MANCHESTER,44286.0
36509.0,27000.7,617.2,NEW MARKET,56767.2
1247.0,15745.0,472.0,NEW MARSHFIELD,30161.0
8791.0,21947.0,359.0,NEW MARTINSVILLE,42823.0
2657.0,18986.0,310.0,NEW MATAMORAS,36064.0
1616.0,21954.0,493.0,NEW MEADOWS,36667.0
342.0,38230.0,,NEW MEMPHIS,90690.0
4199.0,26728.0,435.0,NEW MIDDLETOWN,46633.5
47093.0,34435.0,853.0,NEW MILFORD,69234.0
281.0,18702.0,308.0,NEW MILLPORT,30795.0
743.0,19643.0,,NEW MILTON,35737.0
311.0,22424.0,516.0,NEW MUNICH,39750.0
395474.0,26741.8,753.1,NEW ORLEANS,38442.6
13242.0,23142.0,645.0,NEW OXFORD,52275.0
11486.0,31619.0,644.0,NEW PALESTINE,71441.0
18261.0,31935.0,1004.0,NEW PALTZ,66261.0
10444.0,23007.0,428.3,NEW PARIS,50670.7
1361.0,26177.0,704.0,NEW PARK,68125.0
26477.0,23015.5,440.0,NEW PHILADELPHIA,42639.0
464.0,17061.0,494.0,NEW PINE CREEK,49313.0
5311.0,18870.0,426.0,NEW PLYMOUTH,34045.5
354.0,27165.5,488.0,NEW POINT,87017.0
113428.0,23633.8,723.5,NEW PORT RICHEY,41145.2
951.0,20203.0,550.0,NEW PORTLAND,35474.0
11958.0,31304.0,670.0,NEW PRAGUE,68770.0
1476.0,53667.0,935.0,NEW PRESTON MARBLE DALE,77679.0
17688.0,33387.7,758.0,NEW PROVIDENCE,79174.0
235.0,18946.0,511.0,NEW RAYMER,37422.0
2112.0,24246.0,480.0,NEW RICHLAND,54866.0
27559.0,23571.2,607.7,NEW RICHMOND,64634.0
1308.0,29269.0,506.0,NEW RIEGEL,59306.0
3864.0,26896.0,552.0,NEW RINGGOLD,49911.0
7131.0,36570.0,1291.0,NEW RIVER,74805.0
6478.0,21094.0,366.0,NEW ROADS,33176.0
74327.0,45725.0,1265.7,NEW ROCHELLE,89364.3
1738.0,28072.0,339.0,NEW ROCKFORD,42969.0
657.0,24305.0,525.0,NEW ROSS,49306.0
147.0,55559.0,,NEW RUSSIA,92188.0
5574.0,24648.5,559.0,NEW SALEM,49242.8
4265.0,20961.0,516.0,NEW SALISBURY,55951.0
3878.0,22653.5,600.5,NEW SHARON,50096.5
614.0,16307.0,250.0,NEW SITE,31750.0
34283.0,33222.0,867.5,NEW SMYRNA BEACH,50650.5
1945.0,21387.0,558.0,NEW SPRINGFIELD,38750.0
3339.0,28313.0,501.0,NEW STANTON,43500.0
1618.0,13856.0,387.0,NEW STRAITSVILLE,28641.0
563.0,9923.0,418.0,NEW STUYAHOK,42083.0
329.0,49479.0,1469.0,NEW SUFFOLK,67188.0
187.0,15126.0,332.0,NEW SUMMERFIELD,19000.0
591.0,22984.0,289.0,NEW SWEDEN,47321.0
8543.0,20079.0,329.0,NEW TAZEWELL,31951.0
3558.0,24302.0,281.0,NEW TOWN,51649.0
392.0,21693.0,,NEW TRENTON,39777.0
5800.0,32984.0,780.0,NEW TRIPOLI,77566.0
73.0,28740.0,,NEW TROY,52917.0
19228.0,27072.0,515.5,NEW ULM,49162.5
1061.0,30499.0,344.0,NEW UNDERWOOD,59063.0
652.0,64193.0,,NEW VERNON,217115.0
4737.0,21347.0,429.0,NEW VIENNA,48037.5
631.0,24218.0,569.0,NEW VINEYARD,36875.0
1531.0,30229.0,676.0,NEW VIRGINIA,58571.0
2392.0,21876.5,407.5,NEW WASHINGTON,33443.5
3175.0,25028.0,402.0,NEW WATERFORD,46190.0
5323.0,23317.5,508.0,NEW WAVERLY,46890.5
663.0,23493.0,623.0,NEW WESTON,43710.0
7487.0,19996.0,535.0,NEW WILMINGTON,50672.0
31632.0,32488.3,701.3,NEW WINDSOR,73965.0
1052.0,19668.0,398.0,NEW WOODSTOCK,47375.0
1596009.0,73737.8,1556.9,NEW YORK,88988.9
6954.0,22924.0,543.0,NEW YORK MILLS,41979.0
1754.0,16630.0,371.0,NEW ZION,40694.0
7746.0,25788.0,524.0,NEWALLA,52428.0
545360.0,20397.0,768.8,NEWARK,44046.0
4327.0,24900.0,468.0,NEWARK VALLEY,45057.0
11682.0,22241.0,516.0,NEWAYGO,40852.0
28687.0,26189.0,853.0,NEWBERG,63318.0
8987.0,16686.5,259.0,NEWBERN,30405.0
37918.0,22920.8,526.0,NEWBERRY,46096.8
2308.0,18711.0,563.0,NEWBERRY SPRINGS,39504.0
2229.0,21180.0,541.0,NEWBORN,45336.0
11820.0,24563.4,563.8,NEWBURG,48847.2
89463.0,29621.0,732.5,NEWBURGH,63216.0
11824.0,34120.8,790.2,NEWBURY,63879.0
45060.0,43615.0,1706.0,NEWBURY PARK,104665.0
17569.0,46124.0,973.0,NEWBURYPORT,78638.0
22433.0,26851.9,612.0,NEWCASTLE,50828.0
2859.0,21502.2,365.3,NEWCOMB,32489.5
7585.0,19816.0,378.0,NEWCOMERSTOWN,43813.0
334.0,16887.0,513.0,NEWDALE,36250.0
4686.0,21499.5,402.0,NEWELL,43104.5
2291.0,17770.0,309.0,NEWELLTON,29306.0
7743.0,28395.0,597.0,NEWFANE,57873.5
11771.0,21352.7,800.3,NEWFIELD,46661.0
1634.0,50700.0,1031.0,NEWFIELDS,113125.0
1454.0,24952.0,441.0,NEWFOLDEN,57500.0
4489.0,35716.0,709.5,NEWFOUNDLAND,73450.5
36307.0,22143.7,769.0,NEWHALL,44564.7
2078.0,20716.0,458.0,NEWHEBRON,39891.0
753.0,15729.0,308.0,NEWHOPE,30443.0
32328.0,29034.5,696.0,NEWINGTON,59642.5
3712.0,19458.0,319.0,NEWKIRK,42427.0
9663.0,22869.0,466.0,NEWLAND,36016.0
12939.0,18660.5,552.5,NEWMAN,47357.5
961.0,23865.0,306.0,NEWMAN GROVE,42283.0
4946.0,29378.0,858.0,NEWMAN LAKE,67222.0
5300.0,22976.0,681.0,NEWMANSTOWN,59235.0
8968.0,32211.0,908.0,NEWMARKET,57625.0
84948.0,27003.5,776.5,NEWNAN,60578.5
