Population,Per Capita Income,Average Rent,City,Median Household Income
554.0,17362.0,392.0,CORRIGANVILLE,31607.0
11159.0,18490.0,444.0,CORRY,35840.0
12740.0,22946.0,598.0,CORRYTON,51122.0
2438.0,24013.5,361.5,CORSICA,45723.5
32092.0,23652.5,546.5,CORSICANA,49276.0
9326.0,64729.0,1563.0,CORTE MADERA,107193.0
14812.0,30571.5,543.0,CORTEZ,53358.5
53052.0,25394.5,612.2,CORTLAND,58125.0
20241.0,45174.0,1260.0,CORTLANDT MANOR,105199.0
7674.0,20640.5,514.0,CORUNNA,39513.0
70900.0,20632.2,701.8,CORVALLIS,32870.0
444.0,31925.0,419.0,CORWITH,49545.0
437.0,29585.0,,CORY,55398.0
22766.0,23554.7,413.3,CORYDON,48225.0
6685.0,77938.0,1795.0,COS COB,141371.0
7725.0,20534.5,422.0,COSBY,54661.5
19637.0,20966.0,416.0,COSHOCTON,36449.0
2119.0,23536.0,676.0,COSMOPOLIS,52903.0
948.0,27724.0,530.0,COSMOS,53315.0
187.0,24676.0,,COSSAYUNA,21375.0
492.0,32997.0,,COST,78958.0
25.0,13536.0,,COSTA,
111392.0,34319.5,1475.0,COSTA MESA,67647.0
94.0,11498.0,,COSTILLA,15473.0
8646.0,33336.0,1174.0,COTATI,66111.0
13418.0,13433.0,428.0,COTO LAUREL,21706.0
1402.0,24885.0,475.0,COTOPAXI,38039.0
63161.0,26166.8,741.0,COTTAGE GROVE,59753.8
4065.0,18042.0,598.0,COTTAGE HILLS,39375.0
5387.0,19289.0,437.5,COTTAGEVILLE,31912.5
548.0,38941.0,1004.0,COTTEKILL,48807.0
1414.0,20803.0,469.0,COTTER,31736.0
829.0,26699.0,188.0,COTTON,49926.0
104.0,17961.0,425.0,COTTON CENTER,56250.0
757.0,13850.0,197.0,COTTON PLANT,22361.0
1317.0,20358.0,173.0,COTTON VALLEY,34948.0
15374.0,18908.0,476.0,COTTONDALE,40481.5
6315.0,14055.0,420.0,COTTONPORT,38795.0
6679.0,23991.0,567.0,COTTONTOWN,61092.0
49808.0,23211.0,570.8,COTTONWOOD,48081.8
1431.0,21068.0,322.0,COTTONWOOD FALLS,37014.0
3355.0,43999.0,1616.0,COTUIT,78583.0
5413.0,13701.0,182.0,COTULLA,26179.0
211.0,14171.0,366.0,COUCH,29688.0
879.0,17498.0,139.0,COUDERAY,30061.0
5900.0,25930.0,530.0,COUDERSPORT,44842.0
189.0,34102.0,,COUGAR,45167.0
1119.0,24350.0,354.0,COULEE CITY,44875.0
1988.0,19973.0,535.0,COULEE DAM,50391.0
376.0,18663.0,276.0,COULTER,35227.0
130.0,23771.0,,COULTERS,52500.0
4958.0,23070.5,508.5,COULTERVILLE,42927.0
2466.0,28663.0,442.0,COUNCE,41875.0
3365.0,18660.0,338.5,COUNCIL,31704.5
71903.0,24746.0,621.0,COUNCIL BLUFFS,49597.5
3172.0,26625.0,383.0,COUNCIL GROVE,44315.0
1217.0,22260.0,325.0,COUNCIL HILL,53333.0
417.0,8408.0,320.0,COUNSELOR,17750.0
16856.0,25724.0,1128.0,COUNTRY CLUB HILLS,60157.0
99.0,17353.0,,COUNTYLINE,28375.0
6969.0,35027.0,899.0,COUPEVILLE,60275.0
818.0,40383.0,719.0,COUPLAND,65625.0
201.0,39934.0,,COURTENAY,81818.0
13229.0,23997.8,523.7,COURTLAND,50605.8
8621.0,21132.0,341.0,COUSHATTA,37588.0
4060.0,22891.5,462.5,COVE,41908.0
2392.0,23889.0,452.0,COVE CITY,47963.0
503.0,13429.0,,COVEL,52772.0
2561.0,12559.0,716.0,COVELO,27339.0
45512.0,29765.0,725.0,COVENTRY,68042.0
2806.0,14505.0,418.0,COVERT,25500.0
288.0,53156.0,,COVESVILLE,64550.0
80555.0,25764.3,1203.0,COVINA,68271.3
220009.0,24019.3,540.2,COVINGTON,47727.5
1672.0,17025.0,335.0,COWAN,26849.0
1464.0,23212.0,678.0,COWANSVILLE,53000.0
2347.0,15307.0,325.0,COWARD,35439.0
1487.0,19933.0,437.0,COWARTS,40288.0
1116.0,18414.0,283.0,COWDEN,31597.0
49.0,24214.0,,COWDREY,53750.0
2781.0,23205.0,331.0,COWEN,24973.0
14257.0,24284.0,546.0,COWETA,56225.0
585.0,21545.0,431.0,COWGILL,42188.0
1213.0,12628.0,490.0,COWICHE,54000.0
928.0,29906.0,,COWLESVILLE,74063.0
764.0,20766.0,390.0,COWLEY,64028.0
8216.0,17589.0,453.0,COWPENS,35486.0
5546.0,24204.0,444.0,COXS CREEK,53472.0
460.0,17827.0,,COXS MILLS,42563.0
7081.0,19453.0,580.0,COXSACKIE,49408.0
562.0,15780.0,,COY,27589.5
276.0,16657.0,,COYANOSA,44342.0
1406.0,20899.0,286.0,COYLE,48000.0
256.0,20889.0,,COYOTE,31923.0
5411.0,21825.0,373.0,COZAD,46899.0
8020.0,19412.8,472.7,CRAB ORCHARD,41273.5
339.0,14436.0,924.0,CRABTREE,25944.0
958.0,20790.0,542.0,CRAFTSBURY,49911.0
298.0,19251.0,615.0,CRAFTSBURY COMMON,38214.0
852.0,16687.0,,CRAGFORD,37216.0
413.0,35630.0,,CRAGSMOOR,68929.0
15895.0,23709.5,570.0,CRAIG,50103.5
711.0,24790.0,342.0,CRAIGMONT,47679.0
7696.0,13708.0,229.5,CRAIGSVILLE,30277.5
605.0,26159.0,,CRAIGVILLE,52313.0
2961.0,31270.0,635.0,CRAMERTON,53073.0
1212.0,23258.0,299.0,CRANBERRY,53523.0
17.0,27965.0,,CRANBERRY ISLES,19583.0
230.0,35166.0,,CRANBERRY LAKE,55227.0
28520.0,42057.0,910.0,CRANBERRY TWP,100588.0
10438.0,48430.0,1070.0,CRANBURY,84864.0
8653.0,22358.3,794.3,CRANDALL,51540.3
4281.0,20455.0,311.0,CRANDON,39243.0
9316.0,19318.0,335.8,CRANE,40068.0
2726.0,23181.0,414.0,CRANE HILL,38885.0
94.0,42954.0,225.0,CRANE LAKE,65000.0
1772.0,22654.0,442.0,CRANESVILLE,55781.0
587.0,33499.0,313.0,CRANFILLS GAP,42292.0
22846.0,49217.0,1217.0,CRANFORD,113550.0
357.0,11768.0,,CRANKS,14306.0
71021.0,31130.3,853.7,CRANSTON,69342.0
132.0,19478.0,,CRAPO,36250.0
407.0,52394.0,,CRARY,54432.0
1533.0,28883.0,821.0,CRARYVILLE,53850.0
90.0,23771.0,,CRATER LAKE,
11271.0,23549.0,413.8,CRAWFORD,41658.8
30320.0,22969.3,477.0,CRAWFORDSVILLE,47858.7
29316.0,17569.0,480.0,CRAWFORDVILLE,39459.5
1741.0,21829.0,,CRAWLEY,40691.0
3192.0,21562.0,372.0,CREAL SPRINGS,51932.0
4530.0,40082.0,645.0,CREAM RIDGE,93106.0
756.0,44545.0,639.0,CREEDE,55795.0
12001.0,24335.0,618.0,CREEDMOOR,52468.0
1755.0,24494.0,372.0,CREEKSIDE,53452.0
3951.0,22943.7,367.3,CREIGHTON,42942.3
1875.0,9144.0,255.0,CRENSHAW,19561.0
2049.0,20855.0,493.0,CREOLA,54816.5
425.0,26735.0,,CREOLE,59219.0
262.0,23158.0,418.0,CRESBARD,38333.0
8299.0,28125.0,594.0,CRESCENT,58276.2
33844.0,19456.3,550.7,CRESCENT CITY,39366.0
317.0,10283.0,545.0,CRESCENT MILLS,31250.0
455.0,37937.0,757.0,CRESCENT VALLEY,91250.0
10526.0,26401.5,535.0,CRESCO,55486.5
251.0,17976.0,,CRESSEY,51750.0
8530.0,55482.0,1957.0,CRESSKILL,99306.0
8067.0,25100.3,476.0,CRESSON,64489.5
1805.0,23951.0,510.0,CRESSONA,53468.0
19634.0,23084.0,848.0,CREST HILL,46716.0
4472.0,35056.0,840.0,CRESTED BUTTE,62083.5
15106.0,23009.5,605.0,CRESTLINE,44630.0
17923.0,22669.6,543.4,CRESTON,42674.0
1215.0,24626.0,742.0,CRESTONE,38568.0
45906.0,23119.0,784.5,CRESTVIEW,54235.0
20153.0,34723.0,684.0,CRESTWOOD,85036.0
12029.0,21053.5,579.0,CRESWELL,44626.5
24010.0,24835.5,721.0,CRETE,55327.5
5498.0,21762.0,513.0,CREVE COEUR,39827.0
6142.0,19990.0,510.0,CREWE,40938.0
161.0,16509.0,,CRIDERS,29250.0
2489.0,20746.0,679.0,CRIMORA,34939.0
2319.0,19352.5,720.0,CRIPPLE CREEK,27537.0
4889.0,18076.0,417.0,CRISFIELD,31522.0
6181.0,19505.0,565.0,CRITTENDEN,46432.0
421.0,16260.0,,CRITZ,40568.0
5280.0,25995.0,439.0,CRIVITZ,38457.0
24.0,29233.0,,CROCHERON,
3264.0,19001.0,331.0,CROCKER,39348.0
15219.0,26936.3,661.5,CROCKETT,47747.7
191.0,18852.0,,CROCKETT MILLS,41757.0
44.0,20357.0,,CROCKETTS BLUFF,9464.0
32390.0,30057.3,701.3,CROFTON,67402.7
1822.0,22111.0,365.0,CROGHAN,41302.0
509.0,20219.0,,CROMONA,69493.0
622.0,31859.0,1176.0,CROMPOND,90200.0
19665.0,23604.2,530.3,CROMWELL,47131.5
494.0,34461.0,422.0,CROOK,54561.0
120.0,11520.0,,CROOKED CREEK,35000.0
1894.0,26026.0,1010.0,CROOKS,80855.0
9667.0,23991.0,518.0,CROOKSTON,52524.0
5792.0,16960.0,347.0,CROOKSVILLE,36559.0
208.0,20861.0,,CROPSEY,63047.0
1451.0,33673.0,,CROPSEYVILLE,68500.0
4297.0,27338.0,625.0,CROPWELL,46148.0
33442.0,25142.2,459.2,CROSBY,45428.0
2077.0,20779.0,340.0,CROSBYTON,39420.0
3999.0,19070.0,622.0,CROSS,42500.0
163.0,10822.0,,CROSS ANCHOR,43125.0
5415.0,15557.0,399.0,CROSS CITY,38841.0
63.0,28684.0,,CROSS FORK,37917.0
2709.0,21369.0,195.0,CROSS HILL,37114.0
4414.0,27516.0,1140.0,CROSS JUNCTION,74458.0
11046.0,27250.0,543.0,CROSS PLAINS,50395.8
1390.0,74505.0,1230.0,CROSS RIVER,192045.0
776.0,15729.0,269.0,CROSS TIMBERS,23615.0
12463.0,20518.0,357.0,CROSSETT,39646.0
2366.0,39863.0,525.0,CROSSLAKE,63500.0
349.0,19999.0,669.0,CROSSNORE,29773.0
20.0,12340.0,,CROSSROADS,18542.0
60353.0,21382.5,427.3,CROSSVILLE,39480.0
6068.0,20455.0,578.0,CROSWELL,38571.0
3075.0,18811.0,501.0,CROTHERSVILLE,38967.0
863.0,46360.0,429.0,CROTON,74792.0
166.0,52513.0,,CROTON FALLS,124208.0
13113.0,55099.0,1223.0,CROTON ON HUDSON,102807.0
2626.0,19231.0,482.0,CROUSE,44962.0
2246.0,10682.0,286.0,CROW AGENCY,54265.0
1135.0,16270.0,327.0,CROWDER,28384.0
1208.0,21929.0,275.0,CROWELL,33882.0
197.0,22244.0,,CROWHEART,29737.0
42860.0,18937.3,560.0,CROWLEY,43747.7
3127.0,19946.0,376.0,CROWN CITY,45167.0
89.0,32121.0,,CROWN KING,38125.0
62274.0,27903.0,602.5,CROWN POINT,57576.0
5800.0,10226.0,258.0,CROWNPOINT,27155.0
8743.0,55891.0,1666.0,CROWNSVILLE,116847.0
1012.0,15498.0,733.0,CROWS LANDING,30811.0
10165.0,23968.0,838.0,CROYDON,47692.5
7516.0,31121.0,879.0,CROZET,76354.0
1074.0,41879.0,583.0,CROZIER,83750.0
466.0,11490.0,420.0,CRUCIBLE,24375.0
604.0,11201.0,432.0,CRUGER,14375.0
908.0,16972.0,,CRUM,35302.0
3561.0,17644.0,673.0,CRUM LYNNE,39243.0
409.0,18757.0,383.0,CRUMP,30132.0
2562.0,21044.0,405.0,CRUMPLER,43021.0
481.0,42523.0,1012.0,CRUMPTON,62438.0
13.0,38400.0,,CRUMROD,
2671.0,22212.5,511.0,CRYSTAL,46345.0
0.0,,,CRYSTAL BAY,
1471.0,31520.0,970.0,CRYSTAL BEACH,72279.0
13221.0,17786.0,367.5,CRYSTAL CITY,39337.0
4224.0,21605.0,392.0,CRYSTAL FALLS,39063.0
61.0,23320.0,,CRYSTAL HILL,32308.0
59505.0,34963.3,1101.7,CRYSTAL LAKE,76247.7
17557.0,24209.0,619.5,CRYSTAL RIVER,40715.0
414.0,21726.0,375.0,CRYSTAL SPRING,48625.0
11623.0,17908.0,480.0,CRYSTAL SPRINGS,37068.0
1548.0,16513.0,427.0,CUB RUN,35195.0
22983.0,21215.5,357.8,CUBA,39684.3
4524.0,27148.0,553.0,CUBA CITY,54036.0
412.0,23181.0,,CUBERO,51165.0
273.0,12298.0,,CUCUMBER,20850.0
18326.0,23428.0,654.0,CUDAHY,45929.0
2155.0,26030.0,853.0,CUDDEBACKVILLE,55417.0
554.0,25571.0,525.0,CUDDY,50259.0
11393.0,21577.0,492.0,CUERO,47448.0
61.0,15069.0,,CUERVO,
2319.0,27441.0,404.0,CULBERTSON,55580.5
1064.0,21177.0,520.0,CULDESAC,51310.0
1478.0,8142.0,425.0,CULEBRA,16188.0
1429.0,17025.5,211.0,CULLEN,30292.0
4899.0,23995.0,563.0,CULLEOKA,53564.0
41858.0,20945.0,403.0,CULLMAN,38318.7
6129.0,23580.5,472.0,CULLODEN,49041.5
818.0,21956.0,529.0,CULLOM,52037.0
10563.0,13271.0,506.0,CULLOWHEE,23613.0
32200.0,28317.0,821.0,CULPEPER,59808.0
7383.0,22021.0,623.5,CULVER,47875.0
47789.0,40810.0,1355.5,CULVER CITY,72169.0
93105.0,23039.6,434.3,CUMBERLAND,45022.1
5982.0,50432.0,1060.0,CUMBERLAND CENTER,91622.0
1997.0,15512.0,398.0,CUMBERLAND CITY,34744.0
1297.0,79959.0,668.0,CUMBERLAND FORESIDE,110288.0
3966.0,19747.0,432.0,CUMBERLAND FURNACE,46303.0
2484.0,16607.0,394.0,CUMBERLAND GAP,26341.0
399.0,19534.0,457.0,CUMBOLA,33594.0
2908.0,20916.0,452.0,CUMBY,47662.0
84.0,26569.0,,CUMMAQUID,
137311.0,39367.2,806.2,CUMMING,87232.5
528.0,25753.0,,CUMMINGS,51142.0
1057.0,31585.0,650.0,CUMMINGTON,52155.0
148.0,10368.0,,CUNEY,22250.0
4415.0,23948.3,259.0,CUNNINGHAM,51352.0
61521.0,53549.0,2001.0,CUPERTINO,127870.0
1118.0,19626.5,318.0,CURLEW,39609.5
319.0,27366.0,313.0,CURRAN,33438.0
2725.0,22389.0,408.5,CURRIE,40625.0
1300.0,39252.0,,CURRITUCK,86346.0
1066.0,24516.5,351.0,CURRYVILLE,48333.5
4304.0,30401.0,609.0,CURTICE,64013.0
1582.0,24584.3,426.0,CURTIS,46229.3
7749.0,25720.0,739.0,CURTIS BAY,61250.0
1221.0,16551.0,388.0,CURTISS,41984.0
5337.0,21947.0,364.0,CURWENSVILLE,39364.0
18189.0,25994.8,424.3,CUSHING,48260.3
157.0,12373.0,131.0,CUSHMAN,25893.0
1006.0,24578.0,819.0,CUSICK,42917.0
5435.0,23792.0,393.0,CUSSETA,38341.0
757.0,29064.0,531.0,CUSTAR,53056.0
14002.0,22590.5,477.0,CUSTER,47656.0
622.0,16090.5,302.5,CUSTER CITY,33250.0
4590.0,21236.0,407.0,CUT BANK,39572.0
9421.0,23231.0,519.0,CUT OFF,56941.0
3271.0,45369.0,1840.0,CUTCHOGUE,91298.0
5335.0,18836.0,364.0,CUTHBERT,29157.0
10328.0,19974.8,465.0,CUTLER,46029.8
1165.0,32146.0,1083.0,CUTTINGSVILLE,70781.0
114.0,26096.0,,CUTTYHUNK,38333.0
48141.0,27760.5,644.0,CUYAHOGA FALLS,51922.0
2141.0,19832.5,,CYCLONE,49531.0
1408.0,21102.0,699.0,CYGNET,63250.0
525.0,29850.0,,CYLINDER,62109.0
17027.0,32482.5,339.0,CYNTHIANA,54226.5
179109.0,30290.5,976.8,CYPRESS,73897.8
1030.0,17075.0,,CYPRESS INN,29844.0
1723.0,18262.0,362.0,CYRIL,45045.0
588.0,27369.0,200.0,CYRUS,52800.0
1297.0,25494.0,511.0,D HANIS,46500.0
439.0,19338.0,431.0,D LO,36806.0
123.0,39616.0,,DACOMA,46250.0
4352.0,25207.0,770.0,DACONO,46065.0
41483.0,28231.0,1117.0,DACULA,77872.0
36183.0,22790.0,596.5,DADE CITY,40459.5
8711.0,23013.0,346.5,DADEVILLE,49435.0
1134.0,22644.0,812.0,DAFTER,54417.0
2546.0,17688.0,503.0,DAGGETT,39452.5
189.0,55532.0,,DAGMAR,72000.0
6651.0,26850.0,845.0,DAGSBORO,56289.0
846.0,36199.0,,DAHINDA,63788.0
24.0,33967.0,,DAHLEN,
2090.0,21941.0,880.5,DAHLGREN,52269.5
26185.0,20484.0,680.0,DAHLONEGA,41635.0
150.0,11025.0,,DAILEY,25833.0
6176.0,20087.0,436.0,DAINGERFIELD,41013.0
224.0,17241.0,,DAIRY,27188.0
827.0,18294.0,622.0,DAISETTA,47500.0
404.0,26989.0,,DAISY,54833.3
1361.0,24489.0,398.0,DAISYTOWN,44559.0
2319.0,26809.0,489.5,DAKOTA,53281.5
3586.0,23563.0,421.0,DAKOTA CITY,52760.5
768.0,20649.0,733.0,DALBO,47260.0
9412.0,24382.0,463.3,DALE,46487.2
15468.0,26238.2,547.0,DALEVILLE,49914.2
11126.0,22105.0,607.0,DALHART,49521.0
1427050.0,30534.3,749.2,DALLAS,50097.9
2837.0,30235.0,726.0,DALLAS CENTER,72283.0
1852.0,20130.0,384.0,DALLAS CITY,39271.0
10593.0,27163.0,632.0,DALLASTOWN,58089.0
1103.0,25022.0,459.0,DALLESPORT,46250.0
1845.0,28592.0,725.0,DALMATIA,49125.0
104022.0,24167.0,474.2,DALTON,50105.7
866.0,29053.0,463.0,DALTON CITY,79219.0
109409.0,28558.5,1428.0,DALY CITY,74358.5
10049.0,22945.0,589.0,DALZELL,55606.0
309.0,18790.0,420.0,DAMAR,42656.0
2050.0,24878.0,652.0,DAMARISCOTTA,43341.0
32361.0,26368.5,692.0,DAMASCUS,54001.7
316.0,33234.0,,DAMERON,82159.0
568.0,30941.0,,DAMMERON VALLEY,63750.0
2007.0,27298.0,340.0,DAMON,68889.0
2001.0,23756.8,402.0,DANA,55644.8
27173.0,51346.0,1702.0,DANA POINT,85530.0
92266.0,26781.1,687.4,DANBURY,55870.0
1510.0,27943.0,775.0,DANBY,59107.0
16333.0,20912.0,486.0,DANDRIDGE,39434.0
2234.0,32054.0,738.0,DANE,76406.0
1166.0,16456.0,,DANESE,26174.0
66.0,30524.0,,DANEVANG,
1616.0,19620.0,447.0,DANFORTH,40555.5
15570.0,24159.0,936.0,DANIA,37020.0
1076.0,26900.0,,DANIEL,47235.0
4613.0,29762.0,177.0,DANIELS,60139.0
10223.0,25251.0,716.0,DANIELSON,47628.0
11107.0,23706.5,658.0,DANIELSVILLE,52947.5
745.0,27213.0,420.0,DANNEBROG,54677.0
3930.0,5618.0,510.0,DANNEMORA,44712.0
14043.0,21970.0,506.0,DANSVILLE,54177.5
1688.0,16381.5,238.0,DANTE,31772.5
867.0,24596.0,405.0,DANUBE,55500.0
29244.0,36675.3,737.3,DANVERS,72538.0
244226.0,27989.2,638.6,DANVILLE,57447.2
29957.0,30413.0,793.0,DAPHNE,64613.0
25029.0,21699.0,588.5,DARBY,39042.5
11140.0,17019.0,398.0,DARDANELLE,32361.0
829.0,21499.0,445.0,DARDEN,53906.0
85.0,18896.0,,DARFUR,30417.0
53890.0,44836.0,982.0,DARIEN,94530.8
2259.0,25231.0,569.0,DARIEN CENTER,59716.0
279.0,11898.0,,DARLING,14766.0
39117.0,22943.4,472.8,DARLINGTON,50206.3
108.0,38629.0,,DARRAGH,
2328.0,24118.0,576.0,DARRINGTON,39280.0
343.0,24718.0,625.0,DARROUZETT,54167.0
1932.0,28199.0,,DARROW,69067.0
1330.0,28098.0,447.0,DARWIN,56375.0
4527.0,25102.0,626.0,DASSEL,58039.0
437.0,17609.0,1261.0,DATELAND,29688.0
836.0,20173.0,,DATIL,45694.0
67.0,20509.0,,DATTO,31875.0
603.0,46470.0,,DAUFUSKIE ISLAND,74500.0
4175.0,32552.0,595.0,DAUPHIN,58438.0
1356.0,30837.0,797.0,DAUPHIN ISLAND,63542.0
155527.0,23688.2,594.7,DAVENPORT,46518.8
144.0,20851.0,,DAVENPORT CENTER,38828.0
377.0,45256.0,527.0,DAVEY,127682.0
744.0,22387.0,388.0,DAVID,45789.0
3774.0,28822.0,423.0,DAVID CITY,45797.0
15559.0,33060.5,516.5,DAVIDSON,59840.5
7899.0,61963.0,2001.0,DAVIDSONVILLE,129904.0
2432.0,26699.0,631.0,DAVIDSVILLE,49744.0
0.0,,,DAVILLA,
694.0,28468.0,,DAVIN,46080.0
85144.0,28164.7,749.2,DAVIS,60682.7
522.0,21606.0,510.0,DAVIS CITY,43125.0
16.0,,,DAVIS CREEK,
3301.0,21971.0,766.0,DAVIS JUNCTION,66111.0
2926.0,12931.0,321.0,DAVISBORO,46136.0
7201.0,30761.0,832.0,DAVISBURG,75401.0
32169.0,25557.0,527.0,DAVISON,51156.0
1848.0,17636.0,342.0,DAVISTON,35473.0
3234.0,20897.0,429.0,DAVISVILLE,44506.0
890.0,14461.0,289.0,DAVY,24471.0
225.0,7157.0,,DAWES,
491.0,15255.5,322.0,DAWN,36406.0
17536.0,22918.2,380.1,DAWSON,42495.8
6416.0,23161.0,356.0,DAWSON SPRINGS,37781.0
27968.0,26133.0,777.0,DAWSONVILLE,53289.0
774.0,12968.0,296.0,DAYHOIT,25313.0
374.0,24261.0,275.0,DAYKIN,58558.0
653.0,20900.0,592.0,DAYS CREEK,40750.0
588922.0,25264.0,605.3,DAYTON,52432.9
99526.0,20120.4,763.6,DAYTONA BEACH,33124.6
7874.0,26209.5,614.0,DAYVILLE,53588.5
330.0,28904.0,505.0,DAZEY,56250.0
801.0,27024.0,617.0,DE BEQUE,52955.0
2707.0,24101.0,470.0,DE BERRY,50086.0
74.0,17486.0,,DE BORGIA,28750.0
13676.0,33787.0,803.0,DE FOREST,76511.0
4294.0,17824.0,443.0,DE GRAFF,42277.0
11464.0,20605.3,353.0,DE KALB,42839.0
1373.0,21194.0,490.0,DE KALB JUNCTION,51563.0
116.0,13315.0,,DE LANCEY,32083.0
666.0,21412.0,510.0,DE LAND,42837.0
3327.0,18942.0,314.0,DE LEON,35833.0
5779.0,19763.0,874.0,DE LEON SPRINGS,44677.0
1881.0,24329.0,504.0,DE MOSSVILLE,54138.0
41206.0,30581.0,704.0,DE PERE,62172.0
288.0,22176.0,,DE PEYSTER,66250.0
10950.0,15096.0,350.0,DE QUEEN,30908.0
1666.0,25180.0,375.0,DE RUYTER,52546.0
1744.0,29483.0,324.0,DE SMET,51205.0
31863.0,21486.7,505.8,DE SOTO,45073.2
655.0,24354.0,393.0,DE TOUR VILLAGE,35179.0
1424.0,18775.0,306.0,DE VALLS BLUFF,33698.0
14154.0,25444.2,441.7,DE WITT,54566.8
26.0,17565.0,,DE YOUNG,48750.0
2516.0,24823.0,499.0,DEADWOOD,38096.5
1160.0,53128.0,975.0,DEAL,81875.0
815.0,21893.0,440.0,DEAL ISLAND,34028.0
2273.0,52561.0,1120.0,DEALE,98241.0
337.0,17060.0,,DEANE,22813.0
1267.0,30771.0,638.0,DEANSBORO,59265.0
98758.0,25058.6,719.2,DEARBORN,54622.2
57291.0,21459.5,790.5,DEARBORN HEIGHTS,42786.5
4951.0,19652.5,381.5,DEARING,39655.0
1455.0,22331.0,545.0,DEARY,47083.0
285.0,32133.0,425.0,DEATH VALLEY,38500.0
11733.0,24818.0,427.0,DEATSVILLE,64167.0
410.0,20960.0,325.0,DEAVER,39271.0
19506.0,26927.0,909.0,DEBARY,54098.0
434.0,9429.0,,DEBORD,24241.0
376685.0,23026.6,519.6,DECATUR,42922.4
3432.0,24020.0,242.0,DECATURVILLE,35237.0
5264.0,20466.0,405.0,DECHERD,37033.0
1624.0,18294.0,448.0,DECKER,42104.3
2854.0,19772.0,432.0,DECKERVILLE,40521.0
1970.0,18263.0,328.0,DECLO,46573.0
13845.0,25122.0,467.0,DECORAH,53141.0
25272.0,36443.5,1306.0,DEDHAM,68671.5
1871.0,23581.0,722.0,DEEP GAP,41929.0
5335.0,34029.0,539.5,DEEP RIVER,63510.5
2736.0,19670.0,340.0,DEEP RUN,54227.0
218.0,15897.0,,DEEP WATER,38929.0
2089.0,20893.5,671.5,DEEPWATER,39465.0
943.0,14285.0,,DEER,21971.0
2039.0,38091.3,357.0,DEER CREEK,55311.3
223.0,34630.0,,DEER GROVE,52500.0
330.0,53084.0,725.0,DEER HARBOR,55804.0
1393.0,28971.0,756.0,DEER ISLAND,68500.0
1581.0,28894.0,461.0,DEER ISLE,39531.0
7092.0,19096.0,344.5,DEER LODGE,34038.0
71822.0,28301.8,820.8,DEER PARK,65984.7
4974.0,20943.0,469.0,DEER RIVER,42402.0
1170.0,23498.0,564.0,DEER TRAIL,56250.0
1781.0,25196.0,469.0,DEERBROOK,52722.0
43241.0,31402.8,744.1,DEERFIELD,71588.9
55228.0,26514.0,1040.5,DEERFIELD BEACH,38630.5
394.0,19539.0,308.0,DEERING,52875.0
52.0,13448.0,,DEERSVILLE,18036.0
272.0,18320.0,381.0,DEERTON,40096.0
2970.0,28694.0,385.0,DEERWOOD,47642.0
166.0,53427.0,,DEETH,103446.0
204.0,26443.0,450.0,DEFERIET,58750.0
32649.0,22746.2,468.7,DEFIANCE,52203.2
1539.0,17743.0,371.0,DEFORD,40417.0
23836.0,18682.0,507.5,DEFUNIAK SPRINGS,32059.0
46267.0,19558.0,683.0,DEKALB,37922.0
13403.0,81119.0,1891.0,DEL MAR,114880.0
3136.0,18322.0,448.0,DEL NORTE,34316.0
2455.0,15342.0,478.0,DEL REY,31108.0
50426.0,19111.5,428.0,DEL RIO,35156.0
21096.0,15029.0,813.0,DEL VALLE,45212.0
8120.0,42783.0,900.0,DELAFIELD,94873.0
788.0,41663.0,625.0,DELANCEY,60076.0
62813.0,22019.0,718.5,DELAND,42818.0
66661.0,23424.0,562.7,DELANO,51613.0
4223.0,36725.0,1012.0,DELANSON,86250.0
373.0,11984.0,,DELAPLAINE,23864.0
1289.0,52703.0,619.0,DELAPLANE,115667.0
19388.0,26339.0,485.7,DELAVAN,54474.0
51112.0,29838.5,437.3,DELAWARE,64444.5
2204.0,25530.0,763.0,DELAWARE CITY,71691.0
596.0,27313.0,947.0,DELAWARE WATER GAP,39000.0
6881.0,19746.0,374.0,DELBARTON,43197.0
2388.0,19933.0,414.0,DELCAMBRE,41923.0
2170.0,22077.0,481.0,DELCO,45417.0
3834.0,19828.0,407.0,DELEVAN,32740.0
26003.0,21839.5,529.5,DELHI,47752.2
639.0,21008.0,367.0,DELIA,62206.0
1485.0,23442.0,249.0,DELIGHT,31007.0
354.0,26952.0,313.0,DELL,40469.0
443.0,30123.0,286.0,DELL CITY,26250.0
4664.0,27352.0,579.0,DELL RAPIDS,56081.0
378.0,29049.0,,DELLROSE,58571.0
1717.0,24070.0,397.0,DELLROY,42425.0
30113.0,29152.8,720.2,DELMAR,62521.8
433.0,24350.0,,DELMITA,30000.0
9082.0,20863.3,536.7,DELMONT,55736.0
340.0,17008.0,417.0,DELOIT,31250.0
0.0,,,DELONG,
7749.0,25680.0,421.0,DELPHI,48000.0
13.0,,,DELPHI FALLS,
130.0,8512.0,328.0,DELPHIA,10809.0
11204.0,27155.5,383.0,DELPHOS,57865.0
347.0,9954.0,370.0,DELRAY,8333.0
109855.0,41182.0,1068.8,DELRAY BEACH,48308.6
35572.0,21500.0,397.6,DELTA,43514.6
271.0,6735.0,,DELTA CITY,
4964.0,32842.0,1156.0,DELTA JUNCTION,71250.0
1386.0,32648.0,635.0,DELTAVILLE,42639.0
7201.0,27731.0,563.0,DELTON,49693.0
