Population,Median Household Income,Per Capita Income,Average Rent,Zipcode,City,State
1488.0,49602.0,26189.0,514.0,16411,EAST SPRINGFIELD,PA
10856.0,44171.0,25064.0,550.0,16412,EDINBORO,PA
8894.0,72113.0,33144.0,567.0,16415,FAIRVIEW,PA
275.0,70417.0,20804.0,,16416,GARLAND,PA
8536.0,50101.0,25227.0,441.0,16417,GIRARD,PA
538.0,39000.0,18506.0,300.0,16420,GRAND VALLEY,PA
2496.0,62200.0,26220.0,391.0,16421,HARBORCREEK,PA
169.0,57721.0,31848.0,,16422,HARMONSBURG,PA
4492.0,47693.0,21913.0,510.0,16423,LAKE CITY,PA
4460.0,40643.0,21448.0,422.0,16424,LINESVILLE,PA
4150.0,54984.0,28019.0,615.0,16426,MC KEAN,PA
261.0,33333.0,20051.0,503.0,16427,MILL VILLAGE,PA
12587.0,47867.0,24366.0,471.0,16428,NORTH EAST,PA
5189.0,45977.0,22641.0,460.0,16433,SAEGERTOWN,PA
3413.0,40552.0,13850.0,345.0,16434,SPARTANSBURG,PA
2038.0,44438.0,20963.0,488.0,16435,SPRINGBORO,PA
560.0,47500.0,19533.0,440.0,16436,SPRING CREEK,PA
7958.0,45550.0,20358.0,388.0,16438,UNION CITY,PA
902.0,47222.0,25485.0,571.0,16440,VENANGO,PA
9756.0,52727.0,26512.0,478.0,16441,WATERFORD,PA
3016.0,61171.0,26629.0,495.0,16442,WATTSBURG,PA
1235.0,36276.0,20338.0,456.0,16443,WEST SPRINGFIELD,PA
1129.0,,2886.0,,16444,EDINBORO,PA
2106.0,10182.0,12226.0,379.0,16501,ERIE,PA
17146.0,27097.0,15478.0,514.0,16502,ERIE,PA
15548.0,21008.0,11950.0,462.0,16503,ERIE,PA
17451.0,43042.0,19967.0,565.0,16504,ERIE,PA
16746.0,54592.0,35653.0,610.0,16505,ERIE,PA
23484.0,59902.0,33302.0,690.0,16506,ERIE,PA
10428.0,25347.0,16867.0,495.0,16507,ERIE,PA
16627.0,42849.0,22402.0,492.0,16508,ERIE,PA
27634.0,56680.0,32020.0,630.0,16509,ERIE,PA
25615.0,53021.0,24746.0,528.0,16510,ERIE,PA
11664.0,53118.0,23748.0,509.0,16511,ERIE,PA
1134.0,,3090.0,,16546,ERIE,PA
1601.0,,3492.0,,16563,ERIE,PA
33742.0,38121.0,20887.0,427.0,16601,ALTOONA,PA
29751.0,39170.0,21777.0,480.0,16602,ALTOONA,PA
2537.0,42989.0,23517.0,438.0,16611,ALEXANDRIA,PA
1548.0,50000.0,23235.0,433.0,16613,ASHVILLE,PA
129.0,32917.0,15895.0,,16616,BECCARIA,PA
2854.0,50161.0,21811.0,463.0,16617,BELLWOOD,PA
301.0,32375.0,18905.0,,16619,BLANDBURG,PA
390.0,40714.0,19245.0,400.0,16620,BRISBIN,PA
652.0,44083.0,21754.0,408.0,16621,BROAD TOP,PA
204.0,51719.0,22880.0,,16622,CALVIN,PA
453.0,32396.0,18402.0,433.0,16623,CASSVILLE,PA
235.0,46250.0,23332.0,241.0,16624,CHEST SPRINGS,PA
4007.0,37314.0,19971.0,455.0,16625,CLAYSBURG,PA
2243.0,38125.0,17973.0,304.0,16627,COALPORT,PA
5770.0,44247.0,21680.0,421.0,16630,CRESSON,PA
38.0,48125.0,27087.0,,16631,CURRYVILLE,PA
158.0,26000.0,11099.0,,16633,DEFIANCE,PA
259.0,49107.0,22535.0,,16634,DUDLEY,PA
12412.0,48678.0,29443.0,538.0,16635,DUNCANSVILLE,PA
801.0,42303.0,21236.0,512.0,16636,DYSART,PA
2228.0,43158.0,22797.0,463.0,16637,EAST FREEDOM,PA
66.0,34375.0,15982.0,240.0,16638,ENTRIKEN,PA
1569.0,35648.0,19213.0,375.0,16639,FALLENTIMBER,PA
854.0,47361.0,22436.0,380.0,16640,FLINTON,PA
2598.0,44402.0,21351.0,375.0,16641,GALLITZIN,PA
130.0,30750.0,21782.0,,16645,GLEN HOPE,PA
2533.0,47171.0,23572.0,330.0,16646,HASTINGS,PA
563.0,38333.0,27115.0,340.0,16647,HESSTON,PA
15122.0,56187.0,33312.0,657.0,16648,HOLLIDAYSBURG,PA
1973.0,43387.0,20312.0,419.0,16650,HOPEWELL,PA
6003.0,37880.0,16875.0,356.0,16651,HOUTZDALE,PA
18480.0,45803.0,19243.0,419.0,16652,HUNTINGDON,PA
1539.0,46719.0,21084.0,503.0,16655,IMLER,PA
1546.0,37750.0,17097.0,374.0,16656,IRVONA,PA
1319.0,53209.0,21956.0,342.0,16657,JAMES CREEK,PA
320.0,51667.0,24489.0,397.0,16659,LOYSBURG,PA
947.0,34375.0,18073.0,354.0,16661,MADERA,PA
5975.0,44156.0,24635.0,516.0,16662,MARTINSBURG,PA
1955.0,54844.0,22225.0,455.0,16664,NEW ENTERPRISE,PA
291.0,27188.0,19095.0,431.0,16665,NEWRY,PA
3393.0,40657.0,20213.0,333.0,16666,OSCEOLA MILLS,PA
1670.0,43162.0,20333.0,461.0,16667,OSTERBURG,PA
3543.0,42841.0,21230.0,357.0,16668,PATTON,PA
2271.0,46023.0,22760.0,421.0,16669,PETERSBURG,PA
28.0,32917.0,37150.0,,16670,QUEEN,PA
555.0,43274.0,23316.0,422.0,16671,RAMEY,PA
262.0,34773.0,21403.0,480.0,16672,RIDDLESBURG,PA
5302.0,45048.0,23629.0,484.0,16673,ROARING SPRING,PA
664.0,33750.0,17340.0,434.0,16674,ROBERTSDALE,PA
161.0,35257.0,19502.0,,16677,SANDY RIDGE,PA
2735.0,37723.0,20676.0,379.0,16678,SAXTON,PA
862.0,32353.0,16355.0,394.0,16679,SIX MILE RUN,PA
307.0,57813.0,25565.0,,16680,SMITHMILL,PA
174.0,45563.0,15346.0,,16682,SPROUL,PA
434.0,59583.0,26639.0,650.0,16683,SPRUCE CREEK,PA
338.0,100625.0,33645.0,,16685,TODD,PA
13071.0,46492.0,23298.0,418.0,16686,TYRONE,PA
549.0,45000.0,19438.0,,16689,WATERFALL,PA
324.0,50625.0,27673.0,475.0,16691,WELLS TANNERY,PA
736.0,36250.0,19641.0,318.0,16692,WESTOVER,PA
4493.0,44861.0,20457.0,407.0,16693,WILLIAMSBURG,PA
190.0,32500.0,19462.0,,16694,WOOD,PA
1211.0,49861.0,22186.0,398.0,16695,WOODBURY,PA
820.0,,4506.0,,16699,CRESSON,PA
17940.0,40516.0,21235.0,464.0,16701,BRADFORD,PA
1285.0,37850.0,20967.0,485.0,16720,AUSTIN,PA
96.0,39861.0,26434.0,,16724,CROSBY,PA
86.0,24000.0,8200.0,430.0,16725,CUSTER CITY,PA
550.0,55147.0,22433.0,,16726,CYCLONE,PA
200.0,81118.0,55586.0,,16727,DERRICK CITY,PA
26.0,48750.0,17565.0,,16728,DE YOUNG,PA
685.0,42250.0,25928.0,433.0,16729,DUKE CENTER,PA
62.0,37632.0,20302.0,,16730,EAST SMETHPORT,PA
2883.0,44286.0,23164.0,428.0,16731,ELDRED,PA
309.0,40000.0,21098.0,,16732,GIFFORD,PA
144.0,45192.0,19751.0,327.0,16733,HAZEL HURST,PA
247.0,39554.0,19191.0,,16734,JAMES CITY,PA
6262.0,42849.0,22942.0,387.0,16735,KANE,PA
2665.0,47167.0,25046.0,503.0,16738,LEWIS RUN,PA
1074.0,40179.0,22136.0,313.0,16740,MOUNT JEWETT,PA
3958.0,37684.0,20636.0,437.0,16743,PORT ALLEGANY,PA
515.0,72179.0,25469.0,471.0,16744,REW,PA
573.0,43958.0,19936.0,350.0,16745,RIXFORD,PA
1412.0,41103.0,22691.0,385.0,16746,ROULETTE,PA
2809.0,40872.0,20037.0,420.0,16748,SHINGLEHOUSE,PA
4227.0,43446.0,25088.0,416.0,16749,SMETHPORT,PA
336.0,43750.0,21296.0,447.0,16750,TURTLEPOINT,PA
42463.0,39558.0,25732.0,848.0,16801,STATE COLLEGE,PA
12776.0,,2627.0,,16802,UNIVERSITY PARK,PA
24251.0,50846.0,31130.0,886.0,16803,STATE COLLEGE,PA
1303.0,55947.0,19439.0,527.0,16820,AARONSBURG,PA
302.0,61378.0,24151.0,,16821,ALLPORT,PA
1943.0,50294.0,22575.0,364.0,16822,BEECH CREEK,PA
26987.0,52517.0,26140.0,625.0,16823,BELLEFONTE,PA
200.0,32875.0,14037.0,,16825,BIGLER,PA
638.0,43971.0,19999.0,609.0,16826,BLANCHARD,PA
4091.0,67241.0,35113.0,749.0,16827,BOALSBURG,PA
4731.0,60176.0,29639.0,503.0,16828,CENTRE HALL,PA
641.0,54286.0,24469.0,484.0,16829,CLARENCE,PA
14134.0,36713.0,22779.0,425.0,16830,CLEARFIELD,PA
379.0,53750.0,22653.0,,16832,COBURN,PA
5337.0,39364.0,21947.0,364.0,16833,CURWENSVILLE,PA
155.0,50179.0,22590.0,,16834,DRIFTING,PA
227.0,37500.0,20249.0,440.0,16835,FLEMING,PA
1085.0,42500.0,20844.0,408.0,16836,FRENCHVILLE,PA
128.0,25521.0,15360.0,,16837,GLEN RICHEY,PA
1755.0,42841.0,20824.0,376.0,16838,GRAMPIAN,PA
477.0,55250.0,20788.0,,16839,GRASSFLAT,PA
587.0,30313.0,14546.0,359.0,16840,HAWK RUN,PA
6017.0,50826.0,23859.0,524.0,16841,HOWARD,PA
356.0,37344.0,26196.0,,16843,HYDE,PA
3047.0,61382.0,25872.0,530.0,16844,JULIAN,PA
1144.0,52868.0,19161.0,393.0,16845,KARTHAUS,PA
368.0,32125.0,20528.0,,16847,KYLERTOWN,PA
421.0,34844.0,16888.0,615.0,16848,LAMAR,PA
327.0,41583.0,23620.0,,16849,LANSE,PA
941.0,97604.0,30711.0,,16851,LEMONT,PA
392.0,75179.0,19366.0,517.0,16852,MADISONBURG,PA
171.0,37344.0,21953.0,683.0,16853,MILESBURG,PA
950.0,50769.0,20954.0,650.0,16854,MILLHEIM,PA
313.0,29712.0,18202.0,,16855,MINERAL SPRINGS,PA
4027.0,50042.0,22209.0,456.0,16858,MORRISDALE,PA
568.0,56591.0,21803.0,268.0,16859,MOSHANNON,PA
335.0,78348.0,27568.0,,16860,MUNSON,PA
281.0,30795.0,18702.0,308.0,16861,NEW MILLPORT,PA
657.0,43071.0,21708.0,457.0,16863,OLANTA,PA
2042.0,72941.0,35844.0,822.0,16865,PENNSYLVANIA FURNACE,PA
9974.0,41615.0,22694.0,400.0,16866,PHILIPSBURG,PA
438.0,83534.0,29789.0,,16868,PINE GROVE MILLS,PA
6735.0,84808.0,37320.0,439.0,16870,PORT MATILDA,PA
29.0,25000.0,15707.0,,16871,POTTERSDALE,PA
1361.0,46713.0,19061.0,600.0,16872,REBERSBURG,PA
1358.0,49050.0,22919.0,388.0,16874,SNOW SHOE,PA
3802.0,50781.0,29708.0,552.0,16875,SPRING MILLS,PA
356.0,40208.0,18375.0,605.0,16876,WALLACETON,PA
1657.0,57750.0,33315.0,566.0,16877,WARRIORS MARK,PA
1669.0,48325.0,25143.0,373.0,16878,WEST DECATUR,PA
495.0,45625.0,19516.0,385.0,16879,WINBURNE,PA
1967.0,40662.0,19571.0,325.0,16881,WOODLAND,PA
318.0,36250.0,17146.0,,16882,WOODWARD,PA
10339.0,45995.0,26219.0,527.0,16901,WELLSBORO,PA
421.0,47000.0,21150.0,508.0,16911,ARNOT,PA
1900.0,44878.0,22485.0,428.0,16912,BLOSSBURG,PA
2248.0,47670.0,24797.0,426.0,16914,COLUMBIA CROSS ROADS,PA
5900.0,44842.0,25930.0,530.0,16915,COUDERSPORT,PA
1355.0,49107.0,22915.0,495.0,16917,COVINGTON,PA
2213.0,40139.0,20712.0,409.0,16920,ELKLAND,PA
592.0,38438.0,19098.0,393.0,16921,GAINES,PA
2010.0,40859.0,21457.0,443.0,16922,GALETON,PA
1546.0,42734.0,20934.0,422.0,16923,GENESEE,PA
3324.0,44306.0,20763.0,396.0,16925,GILLETT,PA
748.0,45833.0,20726.0,463.0,16926,GRANVILLE SUMMIT,PA
720.0,36618.0,18940.0,538.0,16927,HARRISON VALLEY,PA
1401.0,43929.0,20830.0,403.0,16928,KNOXVILLE,PA
2174.0,41589.0,21790.0,430.0,16929,LAWRENCEVILLE,PA
1348.0,44934.0,20611.0,486.0,16930,LIBERTY,PA
675.0,46477.0,20612.0,571.0,16932,MAINESBURG,PA
7741.0,46327.0,20770.0,592.0,16933,MANSFIELD,PA
1342.0,53125.0,21258.0,456.0,16935,MIDDLEBURY CENTER,PA
2067.0,52928.0,24047.0,463.0,16936,MILLERTON,PA
272.0,40313.0,22363.0,342.0,16937,MILLS,PA
683.0,48304.0,27965.0,396.0,16938,MORRIS,PA
416.0,30577.0,14874.0,602.0,16939,MORRIS RUN,PA
398.0,30268.0,15583.0,364.0,16940,NELSON,PA
108.0,45625.0,24706.0,,16941,GENESEE,PA
665.0,43007.0,20547.0,459.0,16942,OSCEOLA,PA
439.0,41964.0,23960.0,436.0,16943,SABINSVILLE,PA
2238.0,37306.0,22095.0,518.0,16946,TIOGA,PA
5262.0,48322.0,23728.0,406.0,16947,TROY,PA
1642.0,40917.0,20704.0,328.0,16948,ULYSSES,PA
3427.0,38045.0,19830.0,368.0,16950,WESTFIELD,PA
642.0,41583.0,17787.0,383.0,17002,ALLENSVILLE,PA
11855.0,57550.0,25367.0,571.0,17003,ANNVILLE,PA
5225.0,38328.0,17901.0,351.0,17004,BELLEVILLE,PA
406.0,45625.0,20211.0,439.0,17005,BERRYSBURG,PA
1029.0,45000.0,17860.0,473.0,17006,BLAIN,PA
5673.0,81445.0,35865.0,1005.0,17007,BOILING SPRINGS,PA
2004.0,38571.0,21132.0,441.0,17009,BURNHAM,PA
0.0,,,,17010,CAMPBELLTOWN,PA
35184.0,63137.0,33351.0,734.0,17011,CAMP HILL,PA
34398.0,51262.0,27329.0,636.0,17013,CARLISLE,PA
21463.0,69937.0,33793.0,728.0,17015,CARLISLE,PA
584.0,53529.0,34958.0,1940.0,17016,CORNWALL,PA
1845.0,49125.0,28592.0,725.0,17017,DALMATIA,PA
4175.0,58438.0,32552.0,595.0,17018,DAUPHIN,PA
18318.0,68684.0,31345.0,604.0,17019,DILLSBURG,PA
9098.0,63655.0,29388.0,566.0,17020,DUNCANNON,PA
905.0,35592.0,20720.0,373.0,17021,EAST WATERFORD,PA
29153.0,58074.0,27205.0,734.0,17022,ELIZABETHTOWN,PA
3559.0,54708.0,25178.0,479.0,17023,ELIZABETHVILLE,PA
2001.0,61250.0,25370.0,538.0,17024,ELLIOTTSBURG,PA
16608.0,62788.0,32176.0,671.0,17025,ENOLA,PA
3856.0,61250.0,26245.0,596.0,17026,FREDERICKSBURG,PA
2340.0,57813.0,12856.0,753.0,17027,GRANTHAM,PA
3455.0,63640.0,27456.0,588.0,17028,GRANTVILLE,PA
574.0,38879.0,13878.0,,17029,GRANVILLE,PA
833.0,37465.0,20600.0,450.0,17030,GRATZ,PA
8507.0,55119.0,25991.0,517.0,17032,HALIFAX,PA
17017.0,56177.0,34662.0,754.0,17033,HERSHEY,PA
2366.0,39697.0,23123.0,578.0,17034,HIGHSPIRE,PA
755.0,35909.0,16466.0,146.0,17035,HONEY GROVE,PA
22233.0,76077.0,41536.0,859.0,17036,HUMMELSTOWN,PA
947.0,56118.0,21348.0,758.0,17037,ICKESBURG,PA
8286.0,65464.0,27173.0,507.0,17038,JONESTOWN,PA
34.0,,23700.0,,17039,KLEINFELTERSVILLE,PA
2363.0,60078.0,26138.0,528.0,17040,LANDISBURG,PA
199.0,27099.0,16629.0,,17041,LAWN,PA
37020.0,57547.0,29358.0,659.0,17042,LEBANON,PA
5949.0,37229.0,29191.0,662.0,17043,LEMOYNE,PA
21029.0,37140.0,21407.0,417.0,17044,LEWISTOWN,PA
3123.0,54167.0,25944.0,436.0,17045,LIVERPOOL,PA
30706.0,43663.0,21737.0,537.0,17046,LEBANON,PA
2753.0,43636.0,19127.0,567.0,17047,LOYSVILLE,PA
4019.0,46762.0,21132.0,492.0,17048,LYKENS,PA
3150.0,45000.0,23772.0,545.0,17049,MC ALISTERVILLE,PA
34035.0,81959.0,41834.0,846.0,17050,MECHANICSBURG,PA
4693.0,43234.0,19984.0,415.0,17051,MC VEYTOWN,PA
1563.0,45446.0,18595.0,430.0,17052,MAPLETON DEPOT,PA
5021.0,63159.0,30270.0,651.0,17053,MARYSVILLE,PA
34135.0,62602.0,36256.0,769.0,17055,MECHANICSBURG,PA
81.0,45577.0,28221.0,,17056,MEXICO,PA
22176.0,53069.0,25704.0,588.0,17057,MIDDLETOWN,PA
1927.0,38242.0,18470.0,389.0,17058,MIFFLIN,PA
8134.0,48682.0,21546.0,447.0,17059,MIFFLINTOWN,PA
1282.0,39500.0,18871.0,422.0,17060,MILL CREEK,PA
6985.0,53165.0,25666.0,503.0,17061,MILLERSBURG,PA
3944.0,58365.0,24641.0,516.0,17062,MILLERSTOWN,PA
3258.0,50550.0,21613.0,439.0,17063,MILROY,PA
367.0,72778.0,49678.0,,17064,MOUNT GRETNA,PA
3989.0,54076.0,27737.0,574.0,17065,MOUNT HOLLY SPRINGS,PA
5091.0,32272.0,18838.0,403.0,17066,MOUNT UNION,PA
14551.0,53860.0,26435.0,590.0,17067,MYERSTOWN,PA
4763.0,58468.0,24175.0,525.0,17068,NEW BLOOMFIELD,PA
113.0,42500.0,25459.0,578.0,17069,NEW BUFFALO,PA
15582.0,62909.0,31236.0,662.0,17070,NEW CUMBERLAND,PA
107.0,27344.0,19948.0,,17071,NEW GERMANTOWN,PA
209.0,80694.0,36112.0,,17072,NEW KINGSTOWN,PA
5300.0,59235.0,22976.0,681.0,17073,NEWMANSTOWN,PA
7271.0,51361.0,24419.0,483.0,17074,NEWPORT,PA
120.0,20625.0,12959.0,420.0,17075,NEWTON HAMILTON,PA
41.0,,,,17076,OAKLAND MILLS,PA
19.0,,,,17077,ONO,PA
20198.0,58929.0,32655.0,621.0,17078,PALMYRA,PA
295.0,43750.0,19038.0,343.0,17080,PILLOW,PA
48.0,29554.0,22319.0,,17081,PLAINFIELD,PA
3302.0,46645.0,22334.0,463.0,17082,PORT ROYAL,PA
66.0,40208.0,23189.0,,17083,QUENTIN,PA
4319.0,45256.0,23994.0,550.0,17084,REEDSVILLE,PA
2300.0,47014.0,21958.0,423.0,17086,RICHFIELD,PA
3098.0,57101.0,25321.0,548.0,17087,RICHLAND,PA
472.0,53594.0,40445.0,,17088,SCHAEFFERSTOWN,PA
5220.0,57530.0,26928.0,553.0,17090,SHERMANS DALE,PA
925.0,82625.0,23048.0,,17093,SUMMERDALE,PA
2796.0,48250.0,21390.0,424.0,17094,THOMPSONTOWN,PA
746.0,49904.0,25655.0,448.0,17097,WICONISCO,PA
2451.0,46483.0,22195.0,404.0,17098,WILLIAMSTOWN,PA
1155.0,46736.0,21274.0,438.0,17099,YEAGERTOWN,PA
1928.0,20642.0,26840.0,658.0,17101,HARRISBURG,PA
8032.0,37889.0,26987.0,628.0,17102,HARRISBURG,PA
11219.0,34200.0,16457.0,611.0,17103,HARRISBURG,PA
21123.0,30726.0,15648.0,576.0,17104,HARRISBURG,PA
23153.0,50411.0,27146.0,759.0,17109,HARRISBURG,PA
24752.0,58440.0,32084.0,766.0,17110,HARRISBURG,PA
31984.0,66935.0,31374.0,788.0,17111,HARRISBURG,PA
33190.0,76593.0,38321.0,851.0,17112,HARRISBURG,PA
11013.0,45808.0,19122.0,624.0,17113,HARRISBURG,PA
0.0,,,,17120,HARRISBURG,PA
25341.0,42823.0,21848.0,620.0,17201,CHAMBERSBURG,PA
30193.0,60751.0,30653.0,664.0,17202,CHAMBERSBURG,PA
177.0,100750.0,37027.0,,17210,AMBERSON,PA
355.0,26667.0,19954.0,292.0,17211,ARTEMAS,PA
877.0,51905.0,19371.0,419.0,17212,BIG COVE TANNERY,PA
613.0,59375.0,23846.0,461.0,17213,BLAIRS MILLS,PA
1158.0,52112.0,29722.0,687.0,17214,BLUE RIDGE SUMMIT,PA
208.0,57500.0,19975.0,343.0,17215,BURNT CABINS,PA
91.0,53500.0,17300.0,,17217,CONCORD,PA
404.0,41458.0,16552.0,,17219,DOYLESBURG,PA
469.0,36765.0,16703.0,442.0,17220,DRY RUN,PA
551.0,44926.0,21034.0,567.0,17221,FANNETTSBURG,PA
10468.0,48693.0,24545.0,547.0,17222,FAYETTEVILLE,PA
331.0,42917.0,18742.0,477.0,17223,FORT LITTLETON,PA
2111.0,49432.0,23061.0,607.0,17224,FORT LOUDON,PA
19718.0,60278.0,28265.0,660.0,17225,GREENCASTLE,PA
1193.0,40167.0,18109.0,424.0,17228,HARRISONVILLE,PA
1296.0,49688.0,22954.0,380.0,17229,HUSTONTOWN,PA
5014.0,48411.0,25049.0,458.0,17233,MC CONNELLSBURG,PA
774.0,52989.0,19456.0,715.0,17235,MARION,PA
8268.0,54808.0,25922.0,516.0,17236,MERCERSBURG,PA
2183.0,55446.0,18740.0,643.0,17237,MONT ALTO,PA
1463.0,48594.0,23626.0,508.0,17238,NEEDMORE,PA
204.0,59219.0,22611.0,,17239,NEELYTON,PA
3365.0,56186.0,22211.0,556.0,17240,NEWBURG,PA
11715.0,51034.0,24117.0,579.0,17241,NEWVILLE,PA
1483.0,43558.0,19828.0,456.0,17243,ORBISONIA,PA
2399.0,50292.0,25300.0,620.0,17244,ORRSTOWN,PA
84.0,49000.0,40595.0,,17246,PLEASANT HALL,PA
334.0,73191.0,32884.0,900.0,17247,QUINCY,PA
268.0,33000.0,17182.0,414.0,17249,ROCKHILL FURNACE,PA
216.0,49773.0,19002.0,,17250,ROUZERVILLE,PA
131.0,56058.0,27007.0,,17251,ROXBURY,PA
3476.0,55805.0,23335.0,623.0,17252,SAINT THOMAS,PA
286.0,45833.0,21391.0,469.0,17253,SALTILLO,PA
3.0,,6200.0,,17254,SCOTLAND,PA
1222.0,43182.0,22267.0,515.0,17255,SHADE GAP,PA
14.0,,,,17256,SHADY GROVE,PA
28878.0,48837.0,22146.0,627.0,17257,SHIPPENSBURG,PA
1321.0,38229.0,17910.0,467.0,17260,SHIRLEYSBURG,PA
252.0,,3755.0,,17261,SOUTH MOUNTAIN,PA
1642.0,34231.0,17158.0,380.0,17262,SPRING RUN,PA
597.0,63430.0,37458.0,,17263,STATE LINE,PA
2172.0,42688.0,23348.0,365.0,17264,THREE SPRINGS,PA
645.0,58333.0,17996.0,338.0,17265,UPPERSTRASBURG,PA
610.0,57321.0,25587.0,516.0,17266,WALNUT BOTTOM,PA
2798.0,55417.0,24119.0,522.0,17267,WARFORDSBURG,PA
28007.0,52657.0,25477.0,570.0,17268,WAYNESBORO,PA
171.0,63235.0,31415.0,,17270,WILLIAMSON,PA
316.0,41667.0,24156.0,,17271,WILLOW HILL,PA
238.0,56042.0,24305.0,,17272,ZULLINGER,PA
3501.0,61607.0,24933.0,751.0,17301,ABBOTTSTOWN,PA
2787.0,59593.0,26560.0,662.0,17302,AIRVILLE,PA
2930.0,59525.0,26571.0,600.0,17304,ASPERS,PA
319.0,59531.0,27199.0,671.0,17306,BENDERSVILLE,PA
5995.0,55302.0,24628.0,640.0,17307,BIGLERVILLE,PA
1673.0,40057.0,18899.0,433.0,17309,BROGUE,PA
284.0,49063.0,23102.0,496.0,17311,CODORUS,PA
10593.0,58089.0,27163.0,632.0,17313,DALLASTOWN,PA
6009.0,60656.0,25605.0,533.0,17314,DELTA,PA
26333.0,54981.0,26600.0,622.0,17315,DOVER,PA
8293.0,64172.0,29992.0,656.0,17316,EAST BERLIN,PA
993.0,55938.0,20044.0,579.0,17317,EAST PROSPECT,PA
262.0,56288.0,27369.0,447.0,17318,EMIGSVILLE,PA
10535.0,71335.0,30061.0,725.0,17319,ETTERS,PA
7797.0,71354.0,31945.0,691.0,17320,FAIRFIELD,PA
2230.0,64330.0,27286.0,684.0,17321,FAWN GROVE,PA
6437.0,65139.0,25827.0,748.0,17322,FELTON,PA
4095.0,59384.0,25168.0,377.0,17324,GARDNERS,PA
28479.0,59529.0,28096.0,652.0,17325,GETTYSBURG,PA
8190.0,67791.0,32177.0,657.0,17327,GLEN ROCK,PA
2404.0,82474.0,33079.0,533.0,17329,GLENVILLE,PA
50336.0,59322.0,27816.0,642.0,17331,HANOVER,PA
6824.0,73365.0,32950.0,761.0,17339,LEWISBERRY,PA
11025.0,61568.0,27541.0,600.0,17340,LITTLESTOWN,PA
41.0,,,,17343,MC KNIGHTSTOWN,PA
3443.0,48125.0,23087.0,705.0,17344,MC SHERRYSTOWN,PA
7146.0,55438.0,24887.0,662.0,17345,MANCHESTER,PA
6481.0,61559.0,26010.0,650.0,17347,MOUNT WOLF,PA
7280.0,77350.0,34293.0,712.0,17349,NEW FREEDOM,PA
13242.0,52275.0,23142.0,645.0,17350,NEW OXFORD,PA
1361.0,68125.0,26177.0,704.0,17352,NEW PARK,PA
3290.0,59923.0,27827.0,626.0,17353,ORRTANNA,PA
187.0,55893.0,25493.0,663.0,17355,RAILROAD,PA
22171.0,57673.0,26526.0,628.0,17356,RED LION,PA
5854.0,73317.0,31081.0,587.0,17360,SEVEN VALLEYS,PA
5595.0,74684.0,35488.0,652.0,17361,SHREWSBURY,PA
13941.0,65031.0,27608.0,629.0,17362,SPRING GROVE,PA
9790.0,74559.0,31985.0,729.0,17363,STEWARTSTOWN,PA
3634.0,60179.0,23997.0,618.0,17364,THOMASVILLE,PA
2152.0,57656.0,30120.0,517.0,17365,WELLSVILLE,PA
5852.0,53561.0,23305.0,605.0,17366,WINDSOR,PA
6989.0,56845.0,28713.0,757.0,17368,WRIGHTSVILLE,PA
5366.0,60909.0,27719.0,702.0,17370,YORK HAVEN,PA
279.0,65313.0,30717.0,923.0,17371,YORK NEW SALEM,PA
4251.0,58689.0,26352.0,572.0,17372,YORK SPRINGS,PA
17561.0,27050.0,12698.0,549.0,17401,YORK,PA
35126.0,60900.0,31840.0,790.0,17402,YORK,PA
39766.0,47155.0,27185.0,616.0,17403,YORK,PA
35687.0,52079.0,26262.0,626.0,17404,YORK,PA
22834.0,60481.0,31447.0,817.0,17406,YORK,PA
2176.0,81875.0,31484.0,861.0,17407,YORK,PA
22377.0,63355.0,30024.0,793.0,17408,YORK,PA
4522.0,49117.0,25433.0,645.0,17501,AKRON,PA
2637.0,65250.0,34550.0,571.0,17502,BAINBRIDGE,PA
2216.0,69821.0,21594.0,569.0,17505,BIRD IN HAND,PA
26.0,,,,17507,BOWMANSVILLE,PA
284.0,125087.0,42004.0,,17508,BROWNSTOWN,PA
4595.0,60833.0,22222.0,708.0,17509,CHRISTIANA,PA
17398.0,48042.0,23250.0,615.0,17512,COLUMBIA,PA
4788.0,59531.0,27573.0,668.0,17516,CONESTOGA,PA
15768.0,66026.0,26705.0,723.0,17517,DENVER,PA
1446.0,43077.0,16594.0,811.0,17518,DRUMORE,PA
6953.0,58947.0,21919.0,620.0,17519,EAST EARL,PA
4660.0,68587.0,25146.0,880.0,17520,EAST PETERSBURG,PA
32475.0,54669.0,26925.0,637.0,17522,EPHRATA,PA
6159.0,60262.0,22976.0,689.0,17527,GAP,PA
4349.0,53913.0,19647.0,604.0,17529,GORDONVILLE,PA
3475.0,55317.0,23732.0,466.0,17532,HOLTWOOD,PA
2354.0,58214.0,19174.0,722.0,17535,KINZERS,PA
2999.0,59177.0,21763.0,523.0,17536,KIRKWOOD,PA
7040.0,84722.0,35955.0,694.0,17538,LANDISVILLE,PA
9226.0,54915.0,23257.0,760.0,17540,LEOLA,PA
42594.0,67111.0,32475.0,829.0,17543,LITITZ,PA
21542.0,59720.0,27787.0,741.0,17545,MANHEIM,PA
6999.0,57555.0,27745.0,661.0,17547,MARIETTA,PA
849.0,72434.0,22408.0,,17550,MAYTOWN,PA
11012.0,51582.0,22503.0,843.0,17551,MILLERSVILLE,PA
19116.0,62131.0,28047.0,802.0,17552,MOUNT JOY,PA
7928.0,58125.0,26184.0,776.0,17554,MOUNTVILLE,PA
