Population,Median Household Income,Per Capita Income,Average Rent,Zipcode,City,State
1884.0,39145.0,18568.0,638.0,49616,BENZONIA,MI
3443.0,48972.0,25351.0,633.0,49617,BEULAH,MI
786.0,40481.0,18662.0,525.0,49618,BOON,MI
1007.0,31696.0,18180.0,421.0,49619,BRETHREN,MI
2349.0,43882.0,17554.0,623.0,49620,BUCKLEY,MI
3006.0,52743.0,26412.0,583.0,49621,CEDAR,MI
2542.0,41612.0,23503.0,489.0,49622,CENTRAL LAKE,MI
1041.0,35590.0,16084.0,575.0,49623,CHASE,MI
1283.0,40217.0,28339.0,466.0,49625,COPEMISH,MI
459.0,50833.0,21956.0,454.0,49626,EASTLAKE,MI
144.0,59018.0,34935.0,,49627,EASTPORT,MI
251.0,32292.0,19578.0,565.0,49628,ELBERTA,MI
2251.0,46318.0,26321.0,572.0,49629,ELK RAPIDS,MI
1387.0,62308.0,35782.0,536.0,49630,EMPIRE,MI
5659.0,35570.0,18278.0,392.0,49631,EVART,MI
1164.0,38106.0,17773.0,375.0,49632,FALMOUTH,MI
3475.0,41728.0,22758.0,501.0,49633,FIFE LAKE,MI
144.0,34750.0,12079.0,,49634,FILER CITY,MI
3799.0,47444.0,28864.0,538.0,49635,FRANKFORT,MI
447.0,65139.0,32707.0,556.0,49636,GLEN ARBOR,MI
3013.0,44745.0,19565.0,819.0,49637,GRAWN,MI
831.0,34306.0,19228.0,500.0,49638,HARRIETTA,MI
2617.0,41570.0,17687.0,496.0,49639,HERSEY,MI
1406.0,45714.0,25224.0,513.0,49640,HONOR,MI
941.0,23958.0,14967.0,236.0,49642,IDLEWILD,MI
6204.0,43580.0,19427.0,530.0,49643,INTERLOCHEN,MI
1853.0,32716.0,18568.0,460.0,49644,IRONS,MI
1576.0,33438.0,17966.0,508.0,49645,KALEVA,MI
8207.0,39481.0,20068.0,501.0,49646,KALKASKA,MI
2002.0,63438.0,36365.0,,49648,KEWADIN,MI
8115.0,51406.0,18072.0,549.0,49649,KINGSLEY,MI
3340.0,64409.0,26979.0,588.0,49650,LAKE ANN,MI
7739.0,38229.0,19748.0,516.0,49651,LAKE CITY,MI
1973.0,46429.0,28517.0,597.0,49653,LAKE LEELANAU,MI
654.0,70833.0,41245.0,,49654,LELAND,MI
3264.0,41853.0,17963.0,423.0,49655,LEROY,MI
1526.0,29667.0,14262.0,440.0,49656,LUTHER,MI
3695.0,45625.0,21410.0,512.0,49657,MC BAIN,MI
6922.0,38445.0,17281.0,485.0,49659,MANCELONA,MI
13920.0,42102.0,22463.0,487.0,49660,MANISTEE,MI
6198.0,42605.0,17146.0,464.0,49663,MANTON,MI
2054.0,47557.0,28507.0,591.0,49664,MAPLE CITY,MI
4323.0,39082.0,17891.0,360.0,49665,MARION,MI
86.0,,36315.0,,49666,MAYFIELD,MI
503.0,31375.0,23314.0,513.0,49667,MERRITT,MI
3562.0,36270.0,16368.0,511.0,49668,MESICK,MI
1956.0,58190.0,37675.0,615.0,49670,NORTHPORT,MI
70.0,43690.0,20604.0,,49674,OMENA,MI
1151.0,52639.0,35416.0,541.0,49675,ONEKAMA,MI
3265.0,39425.0,23178.0,542.0,49676,RAPID CITY,MI
7137.0,32955.0,17527.0,438.0,49677,REED CITY,MI
1473.0,41397.0,18306.0,469.0,49679,SEARS,MI
2060.0,44155.0,19264.0,535.0,49680,SOUTH BOARDMAN,MI
4186.0,48237.0,27316.0,531.0,49682,SUTTONS BAY,MI
2103.0,37027.0,19392.0,389.0,49683,THOMPSONVILLE,MI
38597.0,52852.0,28556.0,744.0,49684,TRAVERSE CITY,MI
32271.0,51104.0,30748.0,714.0,49686,TRAVERSE CITY,MI
2621.0,48750.0,20539.0,484.0,49688,TUSTIN,MI
1517.0,35694.0,18595.0,506.0,49689,WELLSTON,MI
6500.0,73201.0,37762.0,700.0,49690,WILLIAMSBURG,MI
865.0,39766.0,23443.0,493.0,49701,MACKINAW CITY,MI
968.0,36563.0,14040.0,496.0,49705,AFTON,MI
4510.0,38852.0,19667.0,533.0,49706,ALANSON,MI
22429.0,38416.0,22672.0,430.0,49707,ALPENA,MI
3693.0,34623.0,19738.0,417.0,49709,ATLANTA,MI
468.0,61250.0,33355.0,536.0,49710,BARBEAU,MI
7848.0,46356.0,23657.0,580.0,49712,BOYNE CITY,MI
1987.0,50720.0,25337.0,564.0,49713,BOYNE FALLS,MI
3103.0,51821.0,23604.0,417.0,49715,BRIMLEY,MI
863.0,45982.0,23607.0,491.0,49716,BRUTUS,MI
142.0,61750.0,85506.0,,49717,BURT LAKE,MI
806.0,48319.0,21733.0,606.0,49718,CARP LAKE,MI
1342.0,36335.0,24265.0,450.0,49719,CEDARVILLE,MI
9186.0,46145.0,30612.0,502.0,49720,CHARLEVOIX,MI
14315.0,36482.0,22628.0,478.0,49721,CHEBOYGAN,MI
220.0,41838.0,23421.0,,49722,CONWAY,MI
1134.0,54417.0,22644.0,812.0,49724,DAFTER,MI
655.0,35179.0,24354.0,393.0,49725,DE TOUR VILLAGE,MI
1029.0,42802.0,27000.0,317.0,49726,DRUMMOND ISLAND,MI
7222.0,43119.0,25045.0,512.0,49727,EAST JORDAN,MI
310.0,33750.0,24271.0,429.0,49728,ECKERMAN,MI
1520.0,44934.0,23464.0,545.0,49729,ELLSWORTH,MI
2044.0,51534.0,21443.0,512.0,49730,ELMIRA,MI
2042.0,38924.0,20811.0,438.0,49733,FREDERIC,MI
19658.0,48102.0,24875.0,529.0,49735,GAYLORD,MI
504.0,37361.0,21442.0,,49736,GOETZVILLE,MI
9851.0,39739.0,21661.0,501.0,49738,GRAYLING,MI
6884.0,63517.0,39334.0,721.0,49740,HARBOR SPRINGS,MI
782.0,35217.0,17369.0,381.0,49743,HAWKS,MI
860.0,43787.0,21023.0,395.0,49744,HERRON,MI
1217.0,45625.0,21870.0,133.0,49745,HESSEL,MI
3742.0,39418.0,20114.0,374.0,49746,HILLMAN,MI
1779.0,34783.0,21866.0,478.0,49747,HUBBARD LAKE,MI
113.0,25313.0,15518.0,,49748,HULBERT,MI
4194.0,42006.0,28831.0,531.0,49749,INDIAN RIVER,MI
1765.0,42031.0,21718.0,668.0,49751,JOHANNESBURG,MI
857.0,39250.0,16747.0,,49752,KINROSS,MI
2097.0,40361.0,19896.0,413.0,49753,LACHINE,MI
1914.0,42313.0,22392.0,485.0,49755,LEVERING,MI
3736.0,34248.0,19080.0,580.0,49756,LEWISTON,MI
516.0,47143.0,28930.0,584.0,49757,MACKINAC ISLAND,MI
1531.0,38611.0,23626.0,460.0,49759,MILLERSBURG,MI
608.0,45521.0,22031.0,388.0,49760,MORAN,MI
549.0,39417.0,26882.0,535.0,49762,NAUBINWAY,MI
155.0,63542.0,16550.0,,49764,ODEN,MI
4045.0,35243.0,20475.0,421.0,49765,ONAWAY,MI
2468.0,34744.0,21201.0,432.0,49766,OSSINEKE,MI
460.0,42778.0,25859.0,,49768,PARADISE,MI
1804.0,42583.0,19546.0,625.0,49769,PELLSTON,MI
17038.0,52267.0,31007.0,635.0,49770,PETOSKEY,MI
2080.0,46295.0,24847.0,399.0,49774,PICKFORD,MI
76.0,38472.0,27587.0,,49775,POINTE AUX PINS,MI
1839.0,40286.0,21116.0,373.0,49776,POSEN,MI
1715.0,48214.0,28592.0,417.0,49777,PRESQUE ISLE,MI
4676.0,40000.0,23434.0,392.0,49779,ROGERS CITY,MI
1863.0,49688.0,22615.0,406.0,49780,RUDYARD,MI
4303.0,39838.0,23000.0,462.0,49781,SAINT IGNACE,MI
610.0,43571.0,25541.0,531.0,49782,BEAVER ISLAND,MI
19843.0,38118.0,22311.0,488.0,49783,SAULT SAINTE MARIE,MI
6415.0,39625.0,9042.0,429.0,49788,KINCHELOE,MI
251.0,43846.0,20368.0,,49791,TOPINABEE,MI
377.0,38125.0,22228.0,425.0,49793,TROUT LAKE,MI
2062.0,37891.0,21130.0,524.0,49795,VANDERBILT,MI
361.0,65625.0,36753.0,706.0,49796,WALLOON LAKE,MI
2421.0,38517.0,18140.0,446.0,49799,WOLVERINE,MI
11447.0,45067.0,27121.0,440.0,49801,IRON MOUNTAIN,MI
6467.0,38262.0,22914.0,516.0,49802,KINGSFORD,MI
303.0,56875.0,27557.0,,49805,ALLOUEZ,MI
521.0,41382.0,29199.0,,49806,AU TRAIN,MI
3357.0,48264.0,23245.0,460.0,49807,BARK RIVER,MI
258.0,43125.0,29241.0,,49808,BIG BAY,MI
939.0,38988.0,19418.0,380.0,49812,CARNEY,MI
1482.0,50278.0,23547.0,411.0,49814,CHAMPION,MI
580.0,40804.0,20244.0,407.0,49815,CHANNING,MI
906.0,40938.0,19305.0,250.0,49816,CHATHAM,MI
514.0,36250.0,20528.0,263.0,49817,COOKS,MI
978.0,43021.0,20825.0,445.0,49818,CORNELL,MI
21.0,75313.0,26781.0,,49819,ARNOLD,MI
216.0,29625.0,21099.0,338.0,49820,CURTIS,MI
1255.0,41905.0,23082.0,285.0,49821,DAGGETT,MI
272.0,40096.0,18320.0,381.0,49822,DEERTON,MI
295.0,34250.0,26648.0,,49825,EBEN JUNCTION,MI
143.0,33542.0,25076.0,,49826,RUMELY,MI
959.0,31731.0,19777.0,282.0,49827,ENGADINE,MI
17445.0,34212.0,20661.0,453.0,49829,ESCANABA,MI
704.0,57708.0,24838.0,550.0,49831,FELCH,MI
115.0,57750.0,24561.0,,49833,LITTLE LAKE,MI
276.0,24375.0,17882.0,458.0,49834,FOSTER CITY,MI
796.0,37266.0,21142.0,,49835,GARDEN,MI
931.0,34375.0,18782.0,529.0,49836,GERMFASK,MI
9561.0,51040.0,25452.0,392.0,49837,GLADSTONE,MI
481.0,30000.0,15033.0,388.0,49838,GOULD CITY,MI
261.0,31167.0,19814.0,517.0,49839,GRAND MARAIS,MI
830.0,38333.0,24054.0,421.0,49840,GULLIVER,MI
7466.0,43352.0,21379.0,411.0,49841,GWINN,MI
922.0,36354.0,20396.0,336.0,49847,HERMANSVILLE,MI
142.0,46250.0,30529.0,,49848,INGALLS,MI
12604.0,43838.0,23118.0,411.0,49849,ISHPEMING,MI
97.0,27969.0,19810.0,,49852,LORETTO,MI
1415.0,46333.0,23382.0,349.0,49853,MC MILLAN,MI
6456.0,33125.0,20806.0,429.0,49854,MANISTIQUE,MI
33767.0,45969.0,24572.0,586.0,49855,MARQUETTE,MI
11935.0,41324.0,22610.0,456.0,49858,MENOMINEE,MI
454.0,43021.0,23330.0,,49861,MICHIGAMME,MI
4795.0,38659.0,19792.0,457.0,49862,MUNISING,MI
114.0,70417.0,22803.0,,49863,NADEAU,MI
63.0,34063.0,18189.0,,49864,NAHMA,MI
7966.0,52058.0,24777.0,444.0,49866,NEGAUNEE,MI
5173.0,36297.0,17456.0,480.0,49868,NEWBERRY,MI
3382.0,39518.0,20241.0,504.0,49870,NORWAY,MI
611.0,32500.0,15452.0,463.0,49871,PALMER,MI
171.0,37143.0,20358.0,,49872,PERKINS,MI
116.0,27292.0,13156.0,,49873,PERRONVILLE,MI
1208.0,35729.0,19398.0,378.0,49874,POWERS,MI
985.0,54085.0,22705.0,,49876,QUINNESEC,MI
39.0,59375.0,24162.0,,49877,RALPH,MI
3713.0,46709.0,24115.0,498.0,49878,RAPID RIVER,MI
950.0,34861.0,21244.0,327.0,49879,REPUBLIC,MI
1079.0,40000.0,21323.0,225.0,49880,ROCK,MI
341.0,49167.0,20621.0,,49881,SAGOLA,MI
81.0,38125.0,18904.0,,49883,SENEY,MI
711.0,30278.0,9827.0,,49884,SHINGLETON,MI
1626.0,48063.0,24321.0,503.0,49885,SKANDIA,MI
472.0,33750.0,18092.0,450.0,49886,SPALDING,MI
2574.0,39844.0,21683.0,338.0,49887,STEPHENSON,MI
732.0,32727.0,19820.0,233.0,49891,TRENARY,MI
1929.0,52736.0,27668.0,475.0,49892,VULCAN,MI
2008.0,59696.0,27882.0,423.0,49893,WALLACE,MI
660.0,44044.0,20173.0,,49894,WELLS,MI
785.0,51071.0,20166.0,431.0,49895,WETMORE,MI
1566.0,36779.0,18476.0,235.0,49896,WILSON,MI
273.0,32708.0,23576.0,394.0,49901,AHMEEK,MI
97.0,23000.0,16338.0,419.0,49902,ALPHA,MI
162.0,38125.0,19209.0,269.0,49903,AMASA,MI
1852.0,51372.0,19636.0,379.0,49905,ATLANTIC MINE,MI
3682.0,33906.0,10975.0,283.0,49908,BARAGA,MI
391.0,31438.0,20962.0,365.0,49910,BERGLAND,MI
2744.0,33008.0,22520.0,426.0,49911,BESSEMER,MI
943.0,33365.0,21935.0,369.0,49912,BRUCE CROSSING,MI
7599.0,32588.0,17495.0,416.0,49913,CALUMET,MI
554.0,26250.0,17918.0,521.0,49915,CASPIAN,MI
2548.0,49853.0,26050.0,472.0,49916,CHASSELL,MI
261.0,29063.0,12457.0,381.0,49917,COPPER CITY,MI
124.0,35000.0,30985.0,435.0,49918,COPPER HARBOR,MI
230.0,52188.0,20709.0,238.0,49919,COVINGTON,MI
4224.0,39063.0,21605.0,392.0,49920,CRYSTAL FALLS,MI
260.0,28750.0,16839.0,534.0,49921,DODGEVILLE,MI
736.0,32986.0,22122.0,337.0,49922,DOLLAR BAY,MI
497.0,41250.0,22953.0,238.0,49925,EWEN,MI
424.0,30000.0,16800.0,275.0,49927,GAASTRA,MI
224.0,29432.0,18595.0,,49929,GREENLAND,MI
7026.0,33488.0,22619.0,478.0,49930,HANCOCK,MI
9904.0,30829.0,17693.0,587.0,49931,HOUGHTON,MI
1012.0,34345.0,16496.0,389.0,49934,HUBBELL,MI
6234.0,32869.0,22183.0,404.0,49935,IRON RIVER,MI
7762.0,32512.0,20423.0,402.0,49938,IRONWOOD,MI
71.0,43375.0,21842.0,,49942,KEARSARGE,MI
2409.0,42500.0,24191.0,391.0,49945,LAKE LINDEN,MI
3914.0,42165.0,21908.0,450.0,49946,LANSE,MI
1772.0,36000.0,12147.0,,49947,MARENISCO,MI
524.0,36429.0,22845.0,300.0,49948,MASS CITY,MI
1308.0,40990.0,23595.0,383.0,49950,MOHAWK,MI
125.0,36875.0,15381.0,,49952,NISULA,MI
2952.0,35000.0,21829.0,352.0,49953,ONTONAGON,MI
482.0,55800.0,17095.0,,49955,PAINESDALE,MI
1145.0,43580.0,20544.0,327.0,49958,PELKIE,MI
358.0,33333.0,16893.0,354.0,49959,RAMSAY,MI
129.0,25750.0,17284.0,,49960,ROCKLAND,MI
94.0,24231.0,19650.0,,49961,SIDNAW,MI
137.0,40000.0,25074.0,,49962,SKANEE,MI
978.0,30833.0,15824.0,355.0,49963,SOUTH RANGE,MI
478.0,48906.0,25686.0,,49965,TOIVOLA,MI
480.0,33409.0,21082.0,,49967,TROUT CREEK,MI
2320.0,34203.0,20311.0,388.0,49968,WAKEFIELD,MI
1352.0,43875.0,27180.0,412.0,49969,WATERSMEET,MI
235.0,55682.0,26821.0,,49970,WATTON,MI
392.0,35000.0,20791.0,329.0,49971,WHITE PINE,MI
825.0,46908.0,20904.0,440.0,50001,ACKWORTH,IA
1338.0,40550.0,23974.0,330.0,50002,ADAIR,IA
6921.0,65588.0,36186.0,538.0,50003,ADEL,IA
668.0,49239.0,22550.0,438.0,50005,ALBION,IA
1528.0,49146.0,24332.0,339.0,50006,ALDEN,IA
619.0,73750.0,32623.0,342.0,50007,ALLEMAN,IA
920.0,37091.0,18177.0,272.0,50008,ALLERTON,IA
16687.0,64798.0,31113.0,647.0,50009,ALTOONA,IA
29802.0,48189.0,28601.0,630.0,50010,AMES,IA
1913.0,,5994.0,,50011,AMES,IA
3699.0,,6220.0,,50012,AMES,IA
28064.0,37661.0,24427.0,699.0,50014,AMES,IA
1554.0,47143.0,22354.0,416.0,50020,ANITA,IA
21778.0,73377.0,35161.0,751.0,50021,ANKENY,IA
8028.0,40703.0,26177.0,401.0,50022,ATLANTIC,IA
29494.0,76270.0,32362.0,656.0,50023,ANKENY,IA
3294.0,49457.0,32624.0,347.0,50025,AUDUBON,IA
638.0,34063.0,20637.0,299.0,50026,BAGLEY,IA
313.0,37500.0,16547.0,406.0,50027,BARNES CITY,IA
1553.0,58214.0,27689.0,558.0,50028,BAXTER,IA
737.0,49891.0,28283.0,370.0,50029,BAYARD,IA
429.0,17321.0,16779.0,,50032,BERWICK,IA
33.0,76042.0,32136.0,,50033,BEVINGTON,IA
356.0,48438.0,23781.0,505.0,50034,BLAIRSBURG,IA
5458.0,62389.0,25050.0,767.0,50035,BONDURANT,IA
16052.0,49792.0,27125.0,481.0,50036,BOONE,IA
114.0,47031.0,28857.0,,50038,BOONEVILLE,IA
463.0,66914.0,32474.0,556.0,50039,BOUTON,IA
92.0,43571.0,24537.0,,50041,BRADFORD,IA
342.0,35250.0,20711.0,352.0,50042,BRAYTON,IA
1123.0,47411.0,18463.0,338.0,50044,BUSSEY,IA
1395.0,65781.0,31627.0,558.0,50046,CAMBRIDGE,IA
5447.0,59663.0,26368.0,578.0,50047,CARLISLE,IA
848.0,49722.0,25347.0,296.0,50048,CASEY,IA
6754.0,42247.0,20131.0,343.0,50049,CHARITON,IA
553.0,44286.0,24521.0,330.0,50050,CHURDAN,IA
391.0,68636.0,48572.0,256.0,50051,CLEMONS,IA
245.0,49375.0,27505.0,,50052,CLIO,IA
3371.0,46802.0,22555.0,503.0,50054,COLFAX,IA
859.0,63920.0,26067.0,505.0,50055,COLLINS,IA
1349.0,53000.0,25026.0,467.0,50056,COLO,IA
281.0,53512.0,16418.0,,50057,COLUMBIA,IA
2042.0,48412.0,26776.0,327.0,50058,COON RAPIDS,IA
2304.0,43226.0,25477.0,293.0,50060,CORYDON,IA
1676.0,108095.0,62293.0,413.0,50061,CUMMING,IA
640.0,35625.0,23853.0,,50062,MELCHER-DALLAS,IA
2837.0,72283.0,30235.0,726.0,50063,DALLAS CENTER,IA
79.0,35417.0,18286.0,300.0,50064,DANA,IA
522.0,43125.0,21606.0,510.0,50065,DAVIS CITY,IA
260.0,36875.0,20718.0,425.0,50066,DAWSON,IA
321.0,56875.0,26369.0,310.0,50067,DECATUR,IA
416.0,44607.0,21565.0,,50068,DERBY,IA
1228.0,54000.0,21735.0,549.0,50069,DE SOTO,IA
1426.0,67895.0,34001.0,504.0,50070,DEXTER,IA
869.0,52222.0,31705.0,318.0,50071,DOWS,IA
2807.0,62500.0,27165.0,482.0,50072,EARLHAM,IA
1029.0,61103.0,29361.0,325.0,50073,ELKHART,IA
300.0,39808.0,30400.0,,50074,ELLSTON,IA
918.0,54722.0,27019.0,444.0,50075,ELLSWORTH,IA
1402.0,45109.0,30641.0,338.0,50076,EXIRA,IA
115.0,44792.0,22248.0,425.0,50078,FERGUSON,IA
88.0,56250.0,30900.0,,50101,GALT,IA
44.0,163011.0,93264.0,,50102,GARDEN CITY,IA
373.0,41528.0,22546.0,308.0,50103,GARDEN GROVE,IA
153.0,46042.0,20136.0,300.0,50104,GIBSON,IA
1389.0,80703.0,26997.0,541.0,50105,GILBERT,IA
939.0,52986.0,29065.0,332.0,50106,GILMAN,IA
1152.0,47500.0,20707.0,371.0,50107,GRAND JUNCTION,IA
542.0,32974.0,16522.0,303.0,50108,GRAND RIVER,IA
2812.0,86211.0,31943.0,458.0,50109,GRANGER,IA
9939.0,75816.0,34299.0,720.0,50111,GRIMES,IA
11752.0,49248.0,24195.0,505.0,50112,GRINNELL,IA
2670.0,44120.0,23073.0,418.0,50115,GUTHRIE CENTER,IA
174.0,38333.0,22395.0,,50116,HAMILTON,IA
205.0,73438.0,30211.0,,50117,HAMLIN,IA
970.0,59453.0,28629.0,602.0,50118,HARTFORD,IA
574.0,54375.0,28334.0,370.0,50119,HARVEY,IA
291.0,66563.0,28528.0,306.0,50120,HAVERHILL,IA
1648.0,55250.0,25435.0,349.0,50122,HUBBARD,IA
791.0,35000.0,21882.0,303.0,50123,HUMESTON,IA
3662.0,66105.0,30645.0,591.0,50124,HUXLEY,IA
19543.0,59072.0,27390.0,595.0,50125,INDIANOLA,IA
6770.0,46986.0,25843.0,459.0,50126,IOWA FALLS,IA
0.0,,,,50127,IRA,IA
362.0,46042.0,36846.0,358.0,50128,JAMAICA,IA
5128.0,45933.0,29027.0,407.0,50129,JEFFERSON,IA
1517.0,58750.0,28984.0,494.0,50130,JEWELL,IA
18263.0,93308.0,42317.0,894.0,50131,JOHNSTON,IA
320.0,41875.0,20915.0,359.0,50132,KAMRAR,IA
515.0,36563.0,17794.0,277.0,50133,KELLERTON,IA
590.0,62813.0,28422.0,527.0,50134,KELLEY,IA
1666.0,55469.0,24718.0,481.0,50135,KELLOGG,IA
406.0,49167.0,23725.0,238.0,50136,KESWICK,IA
11830.0,49214.0,23485.0,512.0,50138,KNOXVILLE,IA
1432.0,50074.0,23060.0,389.0,50139,LACONA,IA
3059.0,35076.0,15672.0,367.0,50140,LAMONI,IA
640.0,52045.0,25381.0,511.0,50141,LAUREL,IA
957.0,56719.0,25098.0,488.0,50142,LE GRAND,IA
635.0,65114.0,25060.0,237.0,50143,LEIGHTON,IA
2696.0,39760.0,20892.0,350.0,50144,LEON,IA
342.0,83750.0,32980.0,,50146,LINDEN,IA
496.0,41071.0,22807.0,,50147,LINEVILLE,IA
352.0,32625.0,19959.0,388.0,50148,LISCOMB,IA
870.0,34792.0,15776.0,405.0,50149,LORIMOR,IA
1113.0,39583.0,24827.0,373.0,50150,LOVILIA,IA
533.0,36071.0,24344.0,371.0,50151,LUCAS,IA
897.0,68750.0,29796.0,316.0,50153,LYNNVILLE,IA
523.0,43958.0,26247.0,383.0,50154,MC CALLSBURG,IA
274.0,46111.0,24800.0,392.0,50155,MACKSBURG,IA
4242.0,56595.0,27462.0,585.0,50156,MADRID,IA
622.0,45800.0,30387.0,237.0,50157,MALCOM,IA
31589.0,49767.0,23381.0,500.0,50158,MARSHALLTOWN,IA
515.0,55000.0,27164.0,530.0,50160,MARTENSDALE,IA
2058.0,61719.0,33077.0,379.0,50161,MAXWELL,IA
1227.0,58487.0,25362.0,503.0,50162,MELBOURNE,IA
824.0,46111.0,21829.0,410.0,50163,MELCHER-DALLAS,IA
514.0,43021.0,20846.0,278.0,50164,MENLO,IA
74.0,89063.0,27442.0,,50165,MILLERTON,IA
1606.0,65809.0,25302.0,419.0,50166,MILO,IA
588.0,55469.0,30419.0,410.0,50167,MINBURN,IA
665.0,65486.0,27795.0,572.0,50168,MINGO,IA
3613.0,61167.0,29068.0,531.0,50169,MITCHELLVILLE,IA
2716.0,56027.0,26294.0,482.0,50170,MONROE,IA
2943.0,58355.0,28144.0,390.0,50171,MONTEZUMA,IA
842.0,58977.0,26608.0,422.0,50173,MONTOUR,IA
1250.0,43938.0,23579.0,357.0,50174,MURRAY,IA
8139.0,56619.0,28908.0,524.0,50201,NEVADA,IA
469.0,54167.0,23651.0,289.0,50206,NEW PROVIDENCE,IA
2499.0,56934.0,23830.0,372.0,50207,NEW SHARON,IA
20675.0,47060.0,23765.0,521.0,50208,NEWTON,IA
1531.0,58571.0,30229.0,676.0,50210,NEW VIRGINIA,IA
11849.0,77815.0,32020.0,714.0,50211,NORWALK,IA
3515.0,55263.0,27287.0,479.0,50212,OGDEN,IA
7027.0,42917.0,23848.0,453.0,50213,OSCEOLA,IA
808.0,89118.0,29157.0,,50214,OTLEY,IA
2740.0,60508.0,34609.0,404.0,50216,PANORA,IA
719.0,40769.0,24097.0,369.0,50217,PATON,IA
110.0,48125.0,23099.0,,50218,PATTERSON,IA
14190.0,66280.0,27260.0,618.0,50219,PELLA,IA
9213.0,45933.0,19204.0,472.0,50220,PERRY,IA
645.0,61771.0,32242.0,425.0,50222,PERU,IA
423.0,34779.0,25361.0,359.0,50223,PILOT MOUND,IA
2736.0,57917.0,27295.0,450.0,50225,PLEASANTVILLE,IA
5306.0,111000.0,41012.0,742.0,50226,POLK CITY,IA
22.0,76250.0,22055.0,,50227,POPEJOY,IA
2177.0,53421.0,25716.0,570.0,50228,PRAIRIE CITY,IA
713.0,93375.0,39460.0,,50229,PROLE,IA
1314.0,68015.0,26035.0,465.0,50230,RADCLIFFE,IA
143.0,58750.0,32775.0,379.0,50231,RANDALL,IA
485.0,63194.0,25976.0,435.0,50232,REASNOR,IA
1441.0,50000.0,23725.0,381.0,50233,REDFIELD,IA
536.0,54861.0,28473.0,336.0,50234,RHODES,IA
343.0,44821.0,25086.0,263.0,50235,RIPPEY,IA
1783.0,62283.0,28748.0,375.0,50236,ROLAND,IA
3052.0,76875.0,30076.0,547.0,50237,RUNNELLS,IA
938.0,50185.0,24046.0,363.0,50238,RUSSELL,IA
146.0,49792.0,18916.0,,50239,SAINT ANTHONY,IA
2815.0,70076.0,26744.0,547.0,50240,SAINT CHARLES,IA
375.0,53646.0,24138.0,400.0,50242,SEARSBORO,IA
250.0,41875.0,24763.0,469.0,50243,SHELDAHL,IA
2102.0,74792.0,30064.0,539.0,50244,SLATER,IA
680.0,53958.0,30932.0,397.0,50246,STANHOPE,IA
2378.0,65147.0,26834.0,478.0,50247,STATE CENTER,IA
4406.0,58561.0,31095.0,578.0,50248,STORY CITY,IA
1176.0,44219.0,25163.0,343.0,50249,STRATFORD,IA
2595.0,50296.0,23151.0,450.0,50250,STUART,IA
1282.0,59013.0,30057.0,414.0,50251,SULLY,IA
133.0,47500.0,70024.0,,50252,SWAN,IA
330.0,63523.0,27604.0,342.0,50254,THAYER,IA
62.0,53750.0,21616.0,,50255,THORNBURG,IA
590.0,62206.0,25496.0,340.0,50256,TRACY,IA
875.0,60865.0,22724.0,529.0,50257,TRURO,IA
950.0,52132.0,22271.0,385.0,50258,UNION,IA
2297.0,84194.0,31824.0,542.0,50261,VAN METER,IA
539.0,34219.0,18459.0,,50262,VAN WERT,IA
17390.0,81269.0,38552.0,811.0,50263,WAUKEE,IA
350.0,39063.0,23249.0,,50264,WELDON,IA
32214.0,69272.0,36725.0,751.0,50265,WEST DES MOINES,IA
24636.0,75144.0,44368.0,848.0,50266,WEST DES MOINES,IA
1011.0,30625.0,16850.0,192.0,50268,WHAT CHEER,IA
806.0,42721.0,18795.0,305.0,50271,WILLIAMS,IA
130.0,46250.0,27878.0,375.0,50272,WILLIAMSON,IA
8217.0,51113.0,27390.0,517.0,50273,WINTERSET,IA
358.0,56667.0,26761.0,225.0,50274,WIOTA,IA
602.0,34250.0,17210.0,375.0,50275,WOODBURN,IA
2594.0,59318.0,28291.0,538.0,50276,WOODWARD,IA
436.0,51250.0,25627.0,440.0,50277,YALE,IA
943.0,58482.0,26986.0,368.0,50278,ZEARING,IA
5431.0,32256.0,30040.0,618.0,50309,DES MOINES,IA
30138.0,57830.0,28725.0,674.0,50310,DES MOINES,IA
15155.0,44016.0,23917.0,578.0,50311,DES MOINES,IA
14873.0,50817.0,39097.0,633.0,50312,DES MOINES,IA
17632.0,50403.0,21449.0,683.0,50313,DES MOINES,IA
11925.0,30473.0,14545.0,576.0,50314,DES MOINES,IA
35873.0,41793.0,20989.0,655.0,50315,DES MOINES,IA
16983.0,37424.0,16968.0,626.0,50316,DES MOINES,IA
35391.0,44744.0,21620.0,655.0,50317,DES MOINES,IA
0.0,,,,50319,DES MOINES,IA
21195.0,53996.0,23483.0,683.0,50320,DES MOINES,IA
8501.0,51653.0,34648.0,684.0,50321,DES MOINES,IA
31526.0,69282.0,36682.0,730.0,50322,URBANDALE,IA
10566.0,119531.0,50473.0,1202.0,50323,URBANDALE,IA
4874.0,55701.0,29538.0,775.0,50324,WINDSOR HEIGHTS,IA
16010.0,90993.0,44271.0,698.0,50325,CLIVE,IA
10833.0,76871.0,33965.0,692.0,50327,PLEASANT HILL,IA
29322.0,42458.0,26218.0,468.0,50401,MASON CITY,IA
376.0,37188.0,26097.0,345.0,50420,ALEXANDER,IA
2871.0,47500.0,26872.0,405.0,50421,BELMOND,IA
3222.0,48071.0,24857.0,400.0,50423,BRITT,IA
