Type	D	M	Y	Season	Winning League	Winning Team	Losing League	Losing Team	Winner Score	Loser Score	OT	Country	City	Attend.
Regular Season	15	3	2017	(2016-17)	NBA	Memphis Grizzlies	NBA	Chicago Bulls	98	91				
Regular Season	15	3	2017	(2016-17)	NBA	Miami Heat	NBA	New Orleans Pelicans	120	112				
Regular Season	15	3	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Los Angeles Clippers	97	96				
Regular Season	15	3	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	San Antonio Spurs	110	106				
Regular Season	15	3	2017	(2016-17)	NBA	Sacramento Kings	NBA	Phoenix Suns	107	101				
Regular Season	15	3	2017	(2016-17)	NBA	Utah Jazz	NBA	Detroit Pistons	97	83				
Regular Season	16	3	2017	(2016-17)	NBA	Brooklyn Nets	NBA	New York Knicks	121	110				
Regular Season	16	3	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Utah Jazz	91	83				
Regular Season	16	3	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	Los Angeles Clippers	129	114				
Regular Season	16	3	2017	(2016-17)	NBA	Golden State Warriors	NBA	Orlando Magic	122	92				
Regular Season	16	3	2017	(2016-17)	NBA	Memphis Grizzlies	NBA	Atlanta Hawks	103	91				
Regular Season	16	3	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	Toronto Raptors	123	102				
Regular Season	17	3	2017	(2016-17)	NBA	Boston Celtics	NBA	Brooklyn Nets	98	95				
Regular Season	17	3	2017	(2016-17)	NBA	Miami Heat	NBA	Minnesota Timberwolves	123	105				
Regular Season	17	3	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Los Angeles Lakers	107	103				
Regular Season	17	3	2017	(2016-17)	NBA	New Orleans Pelicans	NBA	Houston Rockets	128	112				
Regular Season	17	3	2017	(2016-17)	NBA	Orlando Magic	NBA	Phoenix Suns	109	103				
Regular Season	17	3	2017	(2016-17)	NBA	Philadelphia 76ers	NBA	Dallas Mavericks	116	74				
Regular Season	17	3	2017	(2016-17)	NBA	Toronto Raptors	NBA	Detroit Pistons	87	75				
Regular Season	17	3	2017	(2016-17)	NBA	Washington Wizards	NBA	Chicago Bulls	112	107				
Regular Season	18	3	2017	(2016-17)	NBA	Charlotte Hornets	NBA	Washington Wizards	98	93				
Regular Season	18	3	2017	(2016-17)	NBA	Chicago Bulls	NBA	Utah Jazz	95	86				
Regular Season	18	3	2017	(2016-17)	NBA	Golden State Warriors	NBA	Milwaukee Bucks	117	92				
Regular Season	18	3	2017	(2016-17)	NBA	Houston Rockets	NBA	Denver Nuggets (2)	109	105				
Regular Season	18	3	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Cleveland Cavaliers	108	78				
Regular Season	18	3	2017	(2016-17)	NBA	Memphis Grizzlies	NBA	San Antonio Spurs	104	96				
Regular Season	18	3	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	Sacramento Kings	110	94				
Regular Season	18	3	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	Atlanta Hawks	113	97				
Regular Season	19	3	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Los Angeles Lakers	125	120				
Regular Season	19	3	2017	(2016-17)	NBA	Dallas Mavericks	NBA	Brooklyn Nets	111	104				
Regular Season	19	3	2017	(2016-17)	NBA	Detroit Pistons	NBA	Phoenix Suns	112	95				
Regular Season	19	3	2017	(2016-17)	NBA	New Orleans Pelicans	NBA	Minnesota Timberwolves	123	109				
Regular Season	19	3	2017	(2016-17)	NBA	Philadelphia 76ers	NBA	Boston Celtics	105	99				
Regular Season	19	3	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	Miami Heat	115	104				
Regular Season	19	3	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Sacramento Kings	118	102				
Regular Season	19	3	2017	(2016-17)	NBA	Toronto Raptors	NBA	Indiana Pacers	116	91				
Regular Season	20	3	2017	(2016-17)	NBA	Boston Celtics	NBA	Washington Wizards	110	102				
Regular Season	20	3	2017	(2016-17)	NBA	Charlotte Hornets	NBA	Atlanta Hawks	105	90				
Regular Season	20	3	2017	(2016-17)	NBA	Golden State Warriors	NBA	Oklahoma City Thunder	111	95				
Regular Season	20	3	2017	(2016-17)	NBA	Houston Rockets	NBA	Denver Nuggets (2)	125	124				
Regular Season	20	3	2017	(2016-17)	NBA	Indiana Pacers	NBA	Utah Jazz	107	100				
Regular Season	20	3	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	New York Knicks	114	105				
Regular Season	20	3	2017	(2016-17)	NBA	Orlando Magic	NBA	Philadelphia 76ers	112	109	#			
Regular Season	21	3	2017	(2016-17)	NBA	Brooklyn Nets	NBA	Detroit Pistons	98	96				
Regular Season	21	3	2017	(2016-17)	NBA	Golden State Warriors	NBA	Dallas Mavericks	112	87				
Regular Season	21	3	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Los Angeles Lakers	133	109				
Regular Season	21	3	2017	(2016-17)	NBA	Miami Heat	NBA	Phoenix Suns	112	97				
Regular Season	21	3	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Portland Trail Blazers	93	90				
Regular Season	21	3	2017	(2016-17)	NBA	New Orleans Pelicans	NBA	Memphis Grizzlies	95	82				
Regular Season	21	3	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Minnesota Timberwolves	100	93				
Regular Season	21	3	2017	(2016-17)	NBA	Toronto Raptors	NBA	Chicago Bulls	122	120	#			
Regular Season	22	3	2017	(2016-17)	NBA	Boston Celtics	NBA	Indiana Pacers	109	100				
Regular Season	22	3	2017	(2016-17)	NBA	Charlotte Hornets	NBA	Orlando Magic	109	102				
Regular Season	22	3	2017	(2016-17)	NBA	Chicago Bulls	NBA	Detroit Pistons	117	95				
Regular Season	22	3	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	Cleveland Cavaliers	126	113				
Regular Season	22	3	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Sacramento Kings	116	98				
Regular Season	22	3	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	Philadelphia 76ers	122	97				
Regular Season	22	3	2017	(2016-17)	NBA	Utah Jazz	NBA	New York Knicks	108	101				
Regular Season	22	3	2017	(2016-17)	NBA	Washington Wizards	NBA	Atlanta Hawks	104	100				
Regular Season	23	3	2017	(2016-17)	NBA	Brooklyn Nets	NBA	Phoenix Suns	126	98				
Regular Season	23	3	2017	(2016-17)	NBA	Dallas Mavericks	NBA	Los Angeles Clippers	97	95				
Regular Season	23	3	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	New York Knicks	110	95				
Regular Season	23	3	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Memphis Grizzlies	97	90				
Regular Season	23	3	2017	(2016-17)	NBA	Toronto Raptors	NBA	Miami Heat	101	84				
Regular Season	24	3	2017	(2016-17)	NBA	Boston Celtics	NBA	Phoenix Suns	130	120				
Regular Season	24	3	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Charlotte Hornets	112	105				
Regular Season	24	3	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	Indiana Pacers	125	117				
Regular Season	24	3	2017	(2016-17)	NBA	Golden State Warriors	NBA	Sacramento Kings	114	100				
Regular Season	24	3	2017	(2016-17)	NBA	Houston Rockets	NBA	New Orleans Pelicans	117	107				
Regular Season	24	3	2017	(2016-17)	NBA	Los Angeles Lakers	NBA	Minnesota Timberwolves	130	119	#			
Regular Season	24	3	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Atlanta Hawks	100	97				
Regular Season	24	3	2017	(2016-17)	NBA	Orlando Magic	NBA	Detroit Pistons	115	87				
Regular Season	24	3	2017	(2016-17)	NBA	Philadelphia 76ers	NBA	Chicago Bulls	117	107				
Regular Season	24	3	2017	(2016-17)	NBA	Washington Wizards	NBA	Brooklyn Nets	129	108				
Regular Season	25	3	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Utah Jazz	108	95				
Regular Season	25	3	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	Minnesota Timberwolves	112	100				
Regular Season	25	3	2017	(2016-17)	NBA	San Antonio Spurs	NBA	New York Knicks	106	98				
Regular Season	25	3	2017	(2016-17)	NBA	Toronto Raptors	NBA	Dallas Mavericks	94	86				
Regular Season	25	3	2017	(2016-17)	NBA	Washington Wizards	NBA	Cleveland Cavaliers	127	115				
Regular Season	26	3	2017	(2016-17)	NBA	Boston Celtics	NBA	Miami Heat	112	108				
Regular Season	26	3	2017	(2016-17)	NBA	Brooklyn Nets	NBA	Atlanta Hawks	107	92				
Regular Season	26	3	2017	(2016-17)	NBA	Charlotte Hornets	NBA	Phoenix Suns	120	106				
Regular Season	26	3	2017	(2016-17)	NBA	Chicago Bulls	NBA	Milwaukee Bucks	109	94				
Regular Season	26	3	2017	(2016-17)	NBA	Golden State Warriors	NBA	Memphis Grizzlies	106	94				
Regular Season	26	3	2017	(2016-17)	NBA	Houston Rockets	NBA	Oklahoma City Thunder	137	125				
Regular Season	26	3	2017	(2016-17)	NBA	Indiana Pacers	NBA	Philadelphia 76ers	107	94				
Regular Season	26	3	2017	(2016-17)	NBA	New Orleans Pelicans	NBA	Denver Nuggets (2)	115	90				
Regular Season	26	3	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	Los Angeles Lakers	97	81				
Regular Season	26	3	2017	(2016-17)	NBA	Sacramento Kings	NBA	Los Angeles Clippers	98	97				
Regular Season	27	3	2017	(2016-17)	NBA	New York Knicks	NBA	Detroit Pistons	109	95				
Regular Season	27	3	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	Dallas Mavericks	92	91				
Regular Season	27	3	2017	(2016-17)	NBA	Sacramento Kings	NBA	Memphis Grizzlies	91	90				
Regular Season	27	3	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Cleveland Cavaliers	103	74				
Regular Season	27	3	2017	(2016-17)	NBA	Toronto Raptors	NBA	Orlando Magic	131	112				
Regular Season	27	3	2017	(2016-17)	NBA	Utah Jazz	NBA	New Orleans Pelicans	108	100				
Regular Season	28	3	2017	(2016-17)	NBA	Atlanta Hawks	NBA	Phoenix Suns	95	91				
Regular Season	28	3	2017	(2016-17)	NBA	Golden State Warriors	NBA	Houston Rockets	113	106				
Regular Season	28	3	2017	(2016-17)	NBA	Miami Heat	NBA	Detroit Pistons	97	96				
Regular Season	28	3	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Charlotte Hornets	118	108				
Regular Season	28	3	2017	(2016-17)	NBA	Minnesota Timberwolves	NBA	Indiana Pacers	115	114				
Regular Season	28	3	2017	(2016-17)	NBA	Philadelphia 76ers	NBA	Brooklyn Nets	106	101				
Regular Season	28	3	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	Denver Nuggets (2)	122	113				
Regular Season	28	3	2017	(2016-17)	NBA	Washington Wizards	NBA	Los Angeles Lakers	119	108				
Regular Season	29	3	2017	(2016-17)	NBA	Atlanta Hawks	NBA	Philadelphia 76ers	99	92				
Regular Season	29	3	2017	(2016-17)	NBA	Charlotte Hornets	NBA	Toronto Raptors	110	106				
Regular Season	29	3	2017	(2016-17)	NBA	Golden State Warriors	NBA	San Antonio Spurs	110	98				
Regular Season	29	3	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Washington Wizards	133	124				
Regular Season	29	3	2017	(2016-17)	NBA	Memphis Grizzlies	NBA	Indiana Pacers	110	97				
Regular Season	29	3	2017	(2016-17)	NBA	Miami Heat	NBA	New York Knicks	105	88				
Regular Season	29	3	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Boston Celtics	103	100				
Regular Season	29	3	2017	(2016-17)	NBA	New Orleans Pelicans	NBA	Dallas Mavericks	121	118				
Regular Season	29	3	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	Orlando Magic	114	106	#			
Regular Season	29	3	2017	(2016-17)	NBA	Utah Jazz	NBA	Sacramento Kings	112	82				
Regular Season	30	3	2017	(2016-17)	NBA	Chicago Bulls	NBA	Cleveland Cavaliers	99	93				
Regular Season	30	3	2017	(2016-17)	NBA	Detroit Pistons	NBA	Brooklyn Nets	90	89				
Regular Season	30	3	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Phoenix Suns	124	118				
Regular Season	30	3	2017	(2016-17)	NBA	Minnesota Timberwolves	NBA	Los Angeles Lakers	119	104				
Regular Season	30	3	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	Houston Rockets	117	107				
Regular Season	31	3	2017	(2016-17)	NBA	Boston Celtics	NBA	Orlando Magic	117	116				
Regular Season	31	3	2017	(2016-17)	NBA	Charlotte Hornets	NBA	Denver Nuggets (2)	122	114				
Regular Season	31	3	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Philadelphia 76ers	122	105				
Regular Season	31	3	2017	(2016-17)	NBA	Golden State Warriors	NBA	Houston Rockets	107	98				
Regular Season	31	3	2017	(2016-17)	NBA	Memphis Grizzlies	NBA	Dallas Mavericks	99	90				
Regular Season	31	3	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Detroit Pistons	108	105	#			
Regular Season	31	3	2017	(2016-17)	NBA	New Orleans Pelicans	NBA	Sacramento Kings	117	89				
Regular Season	31	3	2017	(2016-17)	NBA	New York Knicks	NBA	Miami Heat	98	94				
Regular Season	31	3	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Oklahoma City Thunder	100	95				
Regular Season	31	3	2017	(2016-17)	NBA	Toronto Raptors	NBA	Indiana Pacers	111	100				
Regular Season	31	3	2017	(2016-17)	NBA	Utah Jazz	NBA	Washington Wizards	95	88				
Regular Season	1	4	2017	(2016-17)	NBA	Brooklyn Nets	NBA	Orlando Magic	121	111				
Regular Season	1	4	2017	(2016-17)	NBA	Chicago Bulls	NBA	Atlanta Hawks	106	104				
Regular Season	1	4	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Los Angeles Lakers	115	104				
Regular Season	1	4	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	Phoenix Suns	130	117				
Regular Season	1	4	2017	(2016-17)	NBA	Sacramento Kings	NBA	Minnesota Timberwolves	123	117				
Regular Season	2	4	2017	(2016-17)	NBA	Boston Celtics	NBA	New York Knicks	110	94				
Regular Season	2	4	2017	(2016-17)	NBA	Brooklyn Nets	NBA	Atlanta Hawks	91	82				
Regular Season	2	4	2017	(2016-17)	NBA	Charlotte Hornets	NBA	Oklahoma City Thunder	113	101				
Regular Season	2	4	2017	(2016-17)	NBA	Chicago Bulls	NBA	New Orleans Pelicans	117	110				
Regular Season	2	4	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Indiana Pacers	135	130	##			
Regular Season	2	4	2017	(2016-17)	NBA	Dallas Mavericks	NBA	Milwaukee Bucks	109	105				
Regular Season	2	4	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	Miami Heat	116	113				
Regular Season	2	4	2017	(2016-17)	NBA	Golden State Warriors	NBA	Washington Wizards	139	115				
Regular Season	2	4	2017	(2016-17)	NBA	Houston Rockets	NBA	Phoenix Suns	123	116				
Regular Season	2	4	2017	(2016-17)	NBA	Los Angeles Lakers	NBA	Memphis Grizzlies	108	103				
Regular Season	2	4	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Utah Jazz	109	103				
Regular Season	2	4	2017	(2016-17)	NBA	Toronto Raptors	NBA	Philadelphia 76ers	113	105				
Regular Season	3	4	2017	(2016-17)	NBA	Minnesota Timberwolves	NBA	Portland Trail Blazers	110	109				
Regular Season	4	4	2017	(2016-17)	NBA	Brooklyn Nets	NBA	Philadelphia 76ers	141	118				
Regular Season	4	4	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Orlando Magic	122	102				
Regular Season	4	4	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	New Orleans Pelicans	134	131				
Regular Season	4	4	2017	(2016-17)	NBA	Golden State Warriors	NBA	Minnesota Timberwolves	121	107				
Regular Season	4	4	2017	(2016-17)	NBA	Indiana Pacers	NBA	Toronto Raptors	108	90				
Regular Season	4	4	2017	(2016-17)	NBA	New York Knicks	NBA	Chicago Bulls	100	91				
Regular Season	4	4	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	Milwaukee Bucks	110	79				
Regular Season	4	4	2017	(2016-17)	NBA	Sacramento Kings	NBA	Dallas Mavericks	98	87				
Regular Season	4	4	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Memphis Grizzlies	95	89	#			
Regular Season	4	4	2017	(2016-17)	NBA	Utah Jazz	NBA	Portland Trail Blazers	106	87				
Regular Season	4	4	2017	(2016-17)	NBA	Washington Wizards	NBA	Charlotte Hornets	118	111				
Regular Season	5	4	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Boston Celtics	114	91				
Regular Season	5	4	2017	(2016-17)	NBA	Golden State Warriors	NBA	Phoenix Suns	120	111				
Regular Season	5	4	2017	(2016-17)	NBA	Houston Rockets	NBA	Denver Nuggets (2)	110	104				
Regular Season	5	4	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Dallas Mavericks	112	101				
Regular Season	5	4	2017	(2016-17)	NBA	Los Angeles Lakers	NBA	San Antonio Spurs	102	95				
Regular Season	5	4	2017	(2016-17)	NBA	Miami Heat	NBA	Charlotte Hornets	112	99				
Regular Season	5	4	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	Memphis Grizzlies	103	100				
Regular Season	5	4	2017	(2016-17)	NBA	Toronto Raptors	NBA	Detroit Pistons	105	102				
Regular Season	6	4	2017	(2016-17)	NBA	Atlanta Hawks	NBA	Boston Celtics	123	116				
Regular Season	6	4	2017	(2016-17)	NBA	Chicago Bulls	NBA	Philadelphia 76ers	102	90				
Regular Season	6	4	2017	(2016-17)	NBA	Indiana Pacers	NBA	Milwaukee Bucks	104	89				
Regular Season	6	4	2017	(2016-17)	NBA	Orlando Magic	NBA	Brooklyn Nets	115	107				
Regular Season	6	4	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	Minnesota Timberwolves	105	98				
Regular Season	6	4	2017	(2016-17)	NBA	Washington Wizards	NBA	New York Knicks	106	103				
Regular Season	7	4	2017	(2016-17)	NBA	Atlanta Hawks	NBA	Cleveland Cavaliers	114	100				
Regular Season	7	4	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	New Orleans Pelicans	122	106				
Regular Season	7	4	2017	(2016-17)	NBA	Detroit Pistons	NBA	Houston Rockets	114	109				
Regular Season	7	4	2017	(2016-17)	NBA	Los Angeles Lakers	NBA	Sacramento Kings	98	94				
Regular Season	7	4	2017	(2016-17)	NBA	Memphis Grizzlies	NBA	New York Knicks	101	88				
Regular Season	7	4	2017	(2016-17)	NBA	Phoenix Suns	NBA	Oklahoma City Thunder	120	99				
Regular Season	7	4	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Dallas Mavericks	102	89				
Regular Season	7	4	2017	(2016-17)	NBA	Toronto Raptors	NBA	Miami Heat	96	94				
Regular Season	7	4	2017	(2016-17)	NBA	Utah Jazz	NBA	Minnesota Timberwolves	120	113				
Regular Season	8	4	2017	(2016-17)	NBA	Boston Celtics	NBA	Charlotte Hornets	121	114				
Regular Season	8	4	2017	(2016-17)	NBA	Brooklyn Nets	NBA	Chicago Bulls	107	106				
Regular Season	8	4	2017	(2016-17)	NBA	Golden State Warriors	NBA	New Orleans Pelicans	123	101				
Regular Season	8	4	2017	(2016-17)	NBA	Indiana Pacers	NBA	Orlando Magic	127	112				
Regular Season	8	4	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	San Antonio Spurs	98	87				
Regular Season	8	4	2017	(2016-17)	NBA	Miami Heat	NBA	Washington Wizards	106	103				
Regular Season	8	4	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Philadelphia 76ers	90	82				
Regular Season	8	4	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	Utah Jazz	101	86				
Regular Season	9	4	2017	(2016-17)	NBA	Atlanta Hawks	NBA	Cleveland Cavaliers	126	125	#			
Regular Season	9	4	2017	(2016-17)	NBA	Detroit Pistons	NBA	Memphis Grizzlies	103	90				
Regular Season	9	4	2017	(2016-17)	NBA	Houston Rockets	NBA	Sacramento Kings	135	128				
Regular Season	9	4	2017	(2016-17)	NBA	Los Angeles Lakers	NBA	Minnesota Timberwolves	110	109				
Regular Season	9	4	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	Denver Nuggets (2)	106	105				
Regular Season	9	4	2017	(2016-17)	NBA	Phoenix Suns	NBA	Dallas Mavericks	124	111				
Regular Season	9	4	2017	(2016-17)	NBA	Toronto Raptors	NBA	New York Knicks	110	97				
Regular Season	10	4	2017	(2016-17)	NBA	Boston Celtics	NBA	Brooklyn Nets	114	105				
Regular Season	10	4	2017	(2016-17)	NBA	Chicago Bulls	NBA	Orlando Magic	122	75				
Regular Season	10	4	2017	(2016-17)	NBA	Indiana Pacers	NBA	Philadelphia 76ers	120	111				
Regular Season	10	4	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Houston Rockets	125	96				
Regular Season	10	4	2017	(2016-17)	NBA	Miami Heat	NBA	Cleveland Cavaliers	124	121	#			
Regular Season	10	4	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Charlotte Hornets	89	79				
Regular Season	10	4	2017	(2016-17)	NBA	Portland Trail Blazers	NBA	San Antonio Spurs	99	98				
Regular Season	10	4	2017	(2016-17)	NBA	Utah Jazz	NBA	Golden State Warriors	105	99				
Regular Season	10	4	2017	(2016-17)	NBA	Washington Wizards	NBA	Detroit Pistons	105	101				
Regular Season	11	4	2017	(2016-17)	NBA	Atlanta Hawks	NBA	Charlotte Hornets	103	76				
Regular Season	11	4	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	Dallas Mavericks	109	91				
Regular Season	11	4	2017	(2016-17)	NBA	Los Angeles Lakers	NBA	New Orleans Pelicans	108	96				
Regular Season	11	4	2017	(2016-17)	NBA	Oklahoma City Thunder	NBA	Minnesota Timberwolves	100	98				
Regular Season	11	4	2017	(2016-17)	NBA	Sacramento Kings	NBA	Phoenix Suns	129	104				
Regular Season	12	4	2017	(2016-17)	NBA	Boston Celtics	NBA	Milwaukee Bucks	112	94				
Regular Season	12	4	2017	(2016-17)	NBA	Chicago Bulls	NBA	Brooklyn Nets	112	73				
Regular Season	12	4	2017	(2016-17)	NBA	Dallas Mavericks	NBA	Memphis Grizzlies	100	93				
Regular Season	12	4	2017	(2016-17)	NBA	Denver Nuggets (2)	NBA	Oklahoma City Thunder	111	105				
Regular Season	12	4	2017	(2016-17)	NBA	Golden State Warriors	NBA	Los Angeles Lakers	109	94				
Regular Season	12	4	2017	(2016-17)	NBA	Houston Rockets	NBA	Minnesota Timberwolves	123	118				
Regular Season	12	4	2017	(2016-17)	NBA	Indiana Pacers	NBA	Atlanta Hawks	104	86				
Regular Season	12	4	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Sacramento Kings	115	95				
Regular Season	12	4	2017	(2016-17)	NBA	Miami Heat	NBA	Washington Wizards	110	102				
Regular Season	12	4	2017	(2016-17)	NBA	New Orleans Pelicans	NBA	Portland Trail Blazers	103	100				
Regular Season	12	4	2017	(2016-17)	NBA	New York Knicks	NBA	Philadelphia 76ers	114	113				
Regular Season	12	4	2017	(2016-17)	NBA	Orlando Magic	NBA	Detroit Pistons	113	109				
Regular Season	12	4	2017	(2016-17)	NBA	Toronto Raptors	NBA	Cleveland Cavaliers	98	83				
Regular Season	12	4	2017	(2016-17)	NBA	Utah Jazz	NBA	San Antonio Spurs	101	97				
Playoffs	15	4	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Indiana Pacers	109	108				
Playoffs	15	4	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Toronto Raptors	97	83				
Playoffs	15	4	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Memphis Grizzlies	111	82				
Playoffs	15	4	2017	(2016-17)	NBA	Utah Jazz	NBA	Los Angeles Clippers	97	95				
Playoffs	16	4	2017	(2016-17)	NBA	Chicago Bulls	NBA	Boston Celtics	106	102				
Playoffs	16	4	2017	(2016-17)	NBA	Golden State Warriors	NBA	Portland Trail Blazers	121	109				
Playoffs	16	4	2017	(2016-17)	NBA	Houston Rockets	NBA	Oklahoma City Thunder	118	87				
Playoffs	16	4	2017	(2016-17)	NBA	Washington Wizards	NBA	Atlanta Hawks	114	107				
Playoffs	17	4	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Indiana Pacers	117	111				
Playoffs	17	4	2017	(2016-17)	NBA	San Antonio Spurs	NBA	Memphis Grizzlies	96	82				
Playoffs	18	4	2017	(2016-17)	NBA	Chicago Bulls	NBA	Boston Celtics	111	97				
Playoffs	18	4	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Utah Jazz	99	91				
Playoffs	18	4	2017	(2016-17)	NBA	Toronto Raptors	NBA	Milwaukee Bucks	106	100				
Playoffs	19	4	2017	(2016-17)	NBA	Golden State Warriors	NBA	Portland Trail Blazers	110	81				
Playoffs	19	4	2017	(2016-17)	NBA	Houston Rockets	NBA	Oklahoma City Thunder	115	111				
Playoffs	19	4	2017	(2016-17)	NBA	Washington Wizards	NBA	Atlanta Hawks	109	101				
Playoffs	20	4	2017	(2016-17)	NBA	Cleveland Cavaliers	NBA	Indiana Pacers	119	114				
Playoffs	20	4	2017	(2016-17)	NBA	Memphis Grizzlies	NBA	San Antonio Spurs	105	94				
Playoffs	20	4	2017	(2016-17)	NBA	Milwaukee Bucks	NBA	Toronto Raptors	104	77				
Playoffs	21	4	2017	(2016-17)	NBA	Boston Celtics	NBA	Chicago Bulls	104	87				
Playoffs	21	4	2017	(2016-17)	NBA	Los Angeles Clippers	NBA	Utah Jazz	111	106				
